match_id,match_date,round_num,map_name,hero_bans,team,player,Damage Dealt,Damage Mitigated/Eliminations,Environmental Kills/10m,Damage as percent of total output,Time Played,Result,Solo Kills/Deaths Ratio,Healing Done/Eliminations,Environmental Kills,Damage Mitigated/Deaths,Damage Mitigated as percent of total output,Healing Done as percent of total output,Objective Time,Damage Dealt/(Eliminations + Assists),Damage Mitigated/(Eliminations + Assists),Damage Dealt/Eliminations,Damage Dealt/10m,Final Blows/(Eliminations + Assists),Multi Kills/10m,K/D Ratio,Solo Kills/Damage Dealt Ratio,Solo Kills/10m,Damage Mitigated,Final Blows/Eliminations,Deaths/10m,Solo Kills/(Eliminations + Assists) Ratio,Eliminations/10m,Solo Kills/Eliminations Ratio,Healing Done/Deaths,Objective Time/10m,Solo Kills,Assists/10m,Assists,Healing Done,Multi Kills,Deaths,Healing Done/(Eliminations + Assists),Final Blows,(Eliminations + Assists)/Deaths,Damage Mitigated/10m,Eliminations,Solo Kills/Final Blows Ratio,Final Blows/10m,Healing Done/10m,Role,map_type,region,phase,stage
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,1,Samoa,Juno,Team Peps,Xzodyal,7187,71.46,0,89,555,1,0.17,0,0,154.83,11,0,29,513.36,66.36,552.85,7769.73,0.57,0,2.17,0,1.08,929,0.62,6.49,0.07,14.05,0.08,0,31.35,1,1.08,1,0,0,6,0,8,2.33,1004.32,13,0.12,8.65,0,Damage,Control,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,1,Samoa,Juno,Team Peps,Ken,6619,100,0,83,555,1,0,10.58,0,240,15,2,42,551.58,100,551.58,7155.68,0.42,0,2.4,0,0,1200,0.42,5.41,0,12.97,0,25.4,45.41,0,0,0,127,0,5,10.58,5,2.4,1297.3,12,0,5.41,137.3,Damage,Control,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,1,Samoa,Juno,Team Peps,Eisgnom,10775,212.65,0,64,555,1,0,55.3,0,1222.75,29,8,60,326.52,148.21,468.48,11648.65,0.18,1.08,5.75,0,0,4891,0.26,4.32,0,24.86,0,318,64.86,0,10.81,10,1272,1,4,38.55,6,8.25,5287.57,23,0,6.49,1375.14,Tank,Control,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,1,Samoa,Juno,Team Peps,Xeriongdh,4575,0,0,33,555,1,0,704.54,0,0,0,67,41,169.44,0,351.92,4945.95,0.19,0,4.33,0,0,0,0.38,3.24,0,14.05,0,3053,44.32,0,15.14,14,9159,0,3,339.22,5,9,0,13,0,5.41,9901.62,Support,Control,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,1,Samoa,Juno,Team Peps,Fdgod,4417,75.47,0,42,555,1,0,329.73,0,283,11,47,36,157.75,40.43,294.47,4775.14,0.11,0,3.75,0,0,1132,0.2,4.32,0,16.22,0,1236.5,38.92,0,14.05,13,4946,0,4,176.64,3,7,1223.78,15,0,3.24,5347.03,Support,Control,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,1,Samoa,Torbjorn,Sakura,Zorrow,7795,0.13,0,100,555,0,0.14,0,0,0.29,0,0,14,519.67,0.13,519.67,8427.03,0.4,0,2.14,0,1.08,2,0.4,7.57,0.07,16.22,0.07,0,15.14,1,0,0,0,0,7,0,6,2.14,2.16,15,0.17,6.49,0,Damage,Control,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,1,Samoa,Torbjorn,Sakura,China,5599,59.67,0,84,555,0,0,9.87,0,223.75,13,2,43,373.27,59.67,373.27,6052.97,0.2,1.08,3.75,0,0,895,0.2,4.32,0,16.22,0,37,46.49,0,0,0,148,1,4,9.87,3,3.75,967.57,15,0,3.24,160,Damage,Control,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,1,Samoa,Torbjorn,Sakura,Hitori,7632,480.62,0,47,555,0,0,190.69,0,892.57,38,15,73,331.83,271.65,587.08,8250.81,0.22,0,1.86,0,0,6248,0.38,7.57,0,14.05,0,354.14,78.92,0,10.81,10,2479,0,7,107.78,5,3.29,6754.59,13,0,5.41,2680,Tank,Control,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,1,Samoa,Torbjorn,Sakura,Strebor,4641,96.89,0,49,555,0,0,448,0,174.4,9,42,14,221,41.52,515.67,5017.3,0.1,0,1.8,0,0,872,0.22,5.41,0,9.73,0,806.4,15.14,0,12.97,12,4032,0,5,192,2,4.2,942.7,9,0,2.16,4358.92,Support,Control,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,1,Samoa,Torbjorn,Sakura,Prota,4294,0,0,28,555,0,0,1255.67,0,0,0,72,26,178.92,0,477.11,4642.16,0.21,0,2.25,0,0,0,0.56,4.32,0,9.73,0,2825.25,28.11,0,16.22,15,11301,0,4,470.88,5,6,0,9,0,5.41,12217.3,Support,Control,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,2,Esperanca,Pharah,Team Peps,Xzodyal,9758,0,0,100,643,0,0,0,0,0,0,0,75,513.58,0,513.58,9105.44,0.26,0,3.8,0,0,0,0.26,4.67,0,17.73,0,0,69.98,0,0,0,0,0,5,0,5,3.8,0,19,0,4.67,0,Damage,Push,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,2,Esperanca,Pharah,Team Peps,Soon,9365,104.64,0,86,643,0,0.22,0,0,162.78,14,0,65,624.33,97.67,668.93,8738.72,0.47,0,1.56,0,1.87,1465,0.5,8.4,0.13,13.06,0.14,0,60.65,2,0.93,1,0,0,9,0,7,1.67,1367.03,14,0.29,6.53,0,Damage,Push,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,2,Esperanca,Pharah,Team Peps,Eisgnom,8774,588.65,0,43,643,0,0,0,0,2354.6,57,0,167,350.96,470.92,438.7,8187.25,0.32,0,4,0,0,11773,0.4,4.67,0,18.66,0,0,155.83,0,4.67,5,0,0,5,0,8,5,10985.69,20,0,7.47,0,Tank,Push,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,2,Esperanca,Pharah,Team Peps,Xeriongdh,3439,0,0,24,643,0,0,732.47,0,0,0,76,75,101.15,0,229.27,3209.02,0.18,0,2.14,0,0,0,0.4,6.53,0,14,0,1569.57,69.98,0,17.73,19,10987,0,7,323.15,6,4.86,0,15,0,5.6,10252.26,Support,Push,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,2,Esperanca,Pharah,Team Peps,Fdgod,4417,104.43,0,39,643,0,0,392.5,0,182.75,13,48,108,184.04,60.92,315.5,4121.62,0.21,0,1.75,0,0,1462,0.36,7.47,0,13.06,0,686.88,100.78,0,9.33,10,5495,0,8,228.96,5,3,1364.23,14,0,4.67,5127.53,Support,Push,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,2,Esperanca,Junkerqueen,Sakura,Zorrow,10025,0,0,100,643,1,0.2,0,0,0,0,0,10,527.63,0,527.63,9354.59,0.53,0,3.8,0,0.93,0,0.53,4.67,0.05,17.73,0.05,0,9.33,1,0,0,0,0,5,0,10,3.8,0,19,0.1,9.33,0,Damage,Push,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,2,Esperanca,Junkerqueen,Sakura,China,7823,141.39,0,73,643,1,0.17,19.17,0,424.17,24,3,31,340.13,110.65,434.61,7299.84,0.48,0,3,0,0.93,2545,0.61,5.6,0.04,16.8,0.06,57.5,28.93,1,4.67,5,345,0,6,15,11,3.83,2374.81,18,0.09,10.26,321.93,Damage,Push,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,2,Esperanca,Junkerqueen,Sakura,Hitori,10605,630.42,0,46,643,1,0.2,21.89,0,2395.6,52,2,66,461.09,520.78,558.16,9895.8,0.39,0,3.8,0,0.93,11978,0.47,4.67,0.04,17.73,0.05,83.2,61.59,1,3.73,4,416,0,5,18.09,9,4.6,11176.98,19,0.11,8.4,388.18,Tank,Push,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,2,Esperanca,Junkerqueen,Sakura,Strebor,3874,193.73,0,31,643,1,0,572.27,0,266.38,17,51,23,143.48,78.93,352.18,3614.93,0.11,0,1.38,0,0,2131,0.27,7.47,0,10.26,0,786.88,21.46,0,14.93,16,6295,0,8,233.15,3,3.38,1988.49,11,0,2.8,5874.03,Support,Push,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,2,Esperanca,Junkerqueen,Sakura,Prota,2861,0,0,24,643,1,0,901.5,0,0,0,76,18,124.39,0,286.1,2669.67,0.04,0,1.43,0,0,0,0.1,6.53,0,9.33,0,1287.86,16.8,0,12.13,13,9015,0,7,391.96,1,3.29,0,10,0,0.93,8412.13,Support,Push,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,3,Suravasa,Tracer,Team Peps,Xzodyal,13747,0,0,100,810,1,0,0,0,0,0,0,27,654.62,0,654.62,10182.96,0.38,0,2.62,0,0,0,0.38,5.93,0,15.56,0,0,20,0,0,0,0,0,8,0,8,2.62,0,21,0,5.93,0,Damage,Flash,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,3,Suravasa,Tracer,Team Peps,Ken,9843,75.86,0,81,810,1,0,4.28,0,314.29,18,1,49,339.41,75.86,339.41,7291.11,0.34,0,4.14,0,0,2200,0.34,5.19,0,21.48,0,17.71,36.3,0,0,0,124,0,7,4.28,10,4.14,1629.63,29,0,7.41,91.85,Damage,Flash,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,3,Suravasa,Tracer,Team Peps,Eisgnom,15792,317.43,0,56,810,1,0.17,122.93,0,1481.33,32,12,111,376,211.62,564,11697.78,0.21,0,4.67,0,0.74,8888,0.32,4.44,0.02,20.74,0.04,573.67,82.22,1,10.37,14,3442,0,6,81.95,9,7,6583.7,28,0.11,6.67,2549.63,Tank,Flash,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,3,Suravasa,Tracer,Team Peps,Xeriongdh,3843,0,0,16,810,1,0,945.9,0,0,0,84,32,78.43,0,183,2846.67,0.14,0,3,0,0,0,0.33,5.19,0,15.56,0,2837.71,23.7,0,20.74,28,19864,0,7,405.39,7,7,0,21,0,5.19,14714.07,Support,Flash,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,3,Suravasa,Tracer,Team Peps,Fdgod,7448,115.27,0,39,810,1,0,324.65,0,599.4,16,45,42,140.53,56.55,286.46,5517.04,0.15,0,5.2,0,0,2997,0.31,3.7,0,19.26,0,1688.2,31.11,0,20,27,8441,0,5,159.26,8,10.6,2220,26,0,5.93,6252.59,Support,Flash,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,3,Suravasa,Kiriko,Sakura,Zorrow,12748,0,0,100,810,0,0,0,0,0,0,0,26,607.05,0,607.05,9442.96,0.29,0,2.33,0,0,0,0.29,6.67,0,15.56,0,0,19.26,0,0,0,0,0,9,0,6,2.33,0,21,0,4.44,0,Damage,Flash,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,3,Suravasa,Kiriko,Sakura,China,9548,90.19,0,84,810,0,0,23.19,0,144.3,13,3,46,596.75,90.19,596.75,7072.59,0.44,0,1.6,0,0,1443,0.44,7.41,0,11.85,0,37.1,34.07,0,0,0,371,0,10,23.19,7,1.6,1068.89,16,0,5.19,274.81,Damage,Flash,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,3,Suravasa,Kiriko,Sakura,Hitori,19142,652.46,0,52,810,0,0,20.31,0,2120.5,46,1,90,660.07,584.97,736.23,14179.26,0.48,0.74,3.25,0,0,16964,0.54,5.93,0,19.26,0,66,66.67,0,2.22,3,528,1,8,18.21,14,3.62,12565.93,26,0,10.37,391.11,Tank,Flash,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,3,Suravasa,Kiriko,Sakura,Strebor,5684,365.92,0,33,810,0,0.12,593.08,0,548.88,26,41,39,203,156.82,473.67,4210.37,0.14,0,1.5,0,0.74,4391,0.33,5.93,0.04,8.89,0.08,889.62,28.89,1,11.85,16,7117,0,8,254.18,4,3.5,3252.59,12,0.25,2.96,5271.85,Support,Flash,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,3,Suravasa,Kiriko,Sakura,Prota,6511,0,0,27,810,0,0,1160.33,0,0,0,73,44,175.97,0,434.07,4822.96,0.05,0.74,1.88,0,0,0,0.13,5.93,0,11.11,0,2175.62,32.59,0,16.3,22,17405,1,8,470.41,2,4.62,0,15,0,1.48,12892.59,Support,Flash,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,4,Route 66,Torbjorn,Team Peps,Xzodyal,15781,0,0,100,1109,1,0.08,0,0,0,0,0,128,358.66,0,358.66,8537.96,0.41,0,3.67,0,0.54,0,0.41,6.49,0.02,23.81,0.02,0,69.25,1,0,0,0,0,12,0,18,3.67,0,44,0.06,9.74,0,Damage,Escort,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,4,Route 66,Torbjorn,Team Peps,Ken,11903,87.82,0,77,1109,1,0.08,5.39,0,256.69,22,1,84,313.24,87.82,313.24,6439.86,0.37,0.54,2.92,0,0.54,3337,0.37,7.03,0.03,20.56,0.03,15.77,45.45,1,0,0,205,1,13,5.39,14,2.92,1805.41,38,0.07,7.57,110.91,Damage,Escort,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,4,Route 66,Torbjorn,Team Peps,Eisgnom,19589,257.19,0,59,1109,1,0,0,0,1947.29,41,0,234,315.95,219.85,369.6,10598.2,0.39,0.54,7.57,0,0,13631,0.45,3.79,0,28.67,0,0,126.6,0,4.87,9,0,1,7,0,24,8.86,7374.75,53,0,12.98,0,Tank,Escort,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,4,Route 66,Torbjorn,Team Peps,Xeriongdh,5755,0,0,23,1109,1,0,784.17,0,0,0,77,205,88.54,0,239.79,3113.62,0.06,0,2.18,0,0,0,0.17,5.95,0,12.98,0,1710.91,110.91,0,22.18,41,18820,0,11,289.54,4,5.91,0,24,0,2.16,10182.15,Support,Escort,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,4,Route 66,Torbjorn,Team Peps,Fdgod,9407,88.58,0,35,1109,1,0.33,392.56,0,531.5,12,53,183,123.78,41.96,261.31,5089.45,0.17,0,6,0,1.08,3189,0.36,3.25,0.03,19.48,0.06,2355.33,99.01,2,21.64,40,14132,0,6,185.95,13,12.67,1725.34,36,0.15,7.03,7645.81,Support,Escort,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,4,Route 66,Dva,Sakura,Zorrow,15423,4.24,0,99,1109,0,0,0,0,9,1,0,119,453.62,4.24,453.62,8344.27,0.35,0,2.12,0,0,144,0.35,8.66,0,18.39,0,0,64.38,0,0,0,0,0,16,0,12,2.12,77.91,34,0,6.49,0,Damage,Escort,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,4,Route 66,Dva,Sakura,China,10968,18.56,0,96,1109,0,0,1.32,0,35.69,4,0,109,438.72,18.56,438.72,5933.99,0.4,0,1.92,0,0,464,0.4,7.03,0,13.53,0,2.54,58.97,0,0,0,33,0,13,1.32,10,1.92,251.04,25,0,5.41,17.85,Damage,Escort,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,4,Route 66,Dva,Sakura,Hitori,17755,417.15,0,56,1109,0,0.07,0,0,945.53,44,0,250,443.88,354.58,522.21,9605.95,0.28,0,2.27,0,0.54,14183,0.32,8.12,0.02,18.39,0.03,0,135.26,1,3.25,6,0,0,15,0,11,2.67,7673.4,34,0.09,5.95,0,Tank,Escort,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,4,Route 66,Dva,Sakura,Strebor,7502,100.33,0,41,1109,0,0,498.22,0,120.4,10,49,245,267.93,64.5,416.78,4058.79,0.36,0,1.2,0,0,1806,0.56,8.12,0,9.74,0,597.87,132.55,0,5.41,10,8968,0,15,320.29,10,1.87,977.1,18,0,5.41,4851.94,Support,Escort,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D2_M1,2025-02-22T18:51:05,4,Route 66,Dva,Sakura,Prota,7848,0,0,29,1109,0,0,798.42,0,0,0,71,123,170.61,0,327,4245.99,0.13,0,1.71,0,0,0,0.25,7.57,0,12.98,0,1368.71,66.55,0,11.9,22,19162,0,14,416.57,6,3.29,0,24,0,3.25,10367.18,Support,Escort,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D3_M2,2025-02-23T19:34:23,1,Lijiang Tower,Doomfist,Twisted Minds,Seicoe,8443,49.82,0,87,553,1,0,5.36,0,182.67,11,1,51,383.77,49.82,383.77,9160.58,0.09,0,3.67,0,0,1096,0.09,6.51,0,23.87,0,19.67,55.33,0,0,0,118,0,6,5.36,2,3.67,1189.15,22,0,2.17,128.03,Damage,Control,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D3_M2,2025-02-23T19:34:23,1,Lijiang Tower,Doomfist,Twisted Minds,Quartz,7789,0,0,100,553,1,0,0,0,0,0,0,12,354.05,0,354.05,8450.99,0.55,0,5.5,0,0,0,0.55,4.34,0,23.87,0,0,13.02,0,0,0,0,0,4,0,12,5.5,0,22,0,13.02,0,Damage,Control,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D3_M2,2025-02-23T19:34:23,1,Lijiang Tower,Doomfist,Twisted Minds,Tvnt,8521,290,1.08,52,553,1,0,15.58,1,1508,46,2,42,236.69,209.44,327.73,9245.21,0.39,0,5.2,0,0,7540,0.54,5.42,0,28.21,0,81,45.57,0,10.85,10,405,0,5,11.25,14,7.2,8180.83,26,0,15.19,439.42,Tank,Control,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D3_M2,2025-02-23T19:34:23,1,Lijiang Tower,Doomfist,Twisted Minds,Irony,5032,0,0,35,553,1,0,721.85,0,0,0,65,17,129.03,0,387.08,5459.67,0.05,0,3.25,0,0,0,0.15,4.34,0,14.1,0,2346,18.44,0,28.21,26,9384,0,4,240.62,2,9.75,0,13,0,2.17,10181.56,Support,Control,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D3_M2,2025-02-23T19:34:23,1,Lijiang Tower,Doomfist,Twisted Minds,FunnyAstro,5146,69.9,0,40,553,1,0,323.55,0,466,11,50,51,116.95,31.77,257.3,5583.36,0.07,0,6.67,0,0,1398,0.15,3.25,0,21.7,0,2157,55.33,0,26.04,24,6471,0,3,147.07,3,14.67,1516.82,20,0,3.25,7020.98,Support,Control,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D3_M2,2025-02-23T19:34:23,1,Lijiang Tower,Juno,The Ultimates,Kevster,8712,55.06,0,89,553,0,0.25,2.78,0,247.75,10,1,39,484,55.06,484,9452.44,0.28,1.08,4.5,0,1.08,991,0.28,4.34,0.06,19.53,0.06,12.5,42.31,1,0,0,50,1,4,2.78,5,4.5,1075.23,18,0.2,5.42,54.25,Damage,Control,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D3_M2,2025-02-23T19:34:23,1,Lijiang Tower,Juno,The Ultimates,Kai,8689,0,0,100,553,0,0,0,0,0,0,0,18,724.08,0,724.08,9427.49,0.42,0,1.71,0,0,0,0.42,7.59,0,13.02,0,0,19.53,0,0,0,0,0,7,0,5,1.71,0,12,0,5.42,0,Damage,Control,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D3_M2,2025-02-23T19:34:23,1,Lijiang Tower,Juno,The Ultimates,Chase,7842,717.75,0,47,553,0,0.12,9.42,0,1076.62,52,1,49,560.14,615.21,653.5,8508.5,0.57,0,1.5,0,1.08,8613,0.67,8.68,0.07,13.02,0.08,14.12,53.16,1,2.17,2,113,0,8,8.07,8,1.75,9345.03,12,0.12,8.68,122.6,Tank,Control,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D3_M2,2025-02-23T19:34:23,1,Lijiang Tower,Juno,The Ultimates,Faith,3781,404.3,1.08,28,553,0,0,585.7,1,577.57,30,43,12,164.39,175.78,378.1,4102.35,0.09,0,1.43,0,0,4043,0.2,7.59,0,10.85,0,836.71,13.02,0,14.1,13,5857,0,7,254.65,2,3.29,4386.62,10,0,2.17,6354.79,Support,Control,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D3_M2,2025-02-23T19:34:23,1,Lijiang Tower,Juno,The Ultimates,Twilight,3475,99.4,0,27,553,0,0,1773.2,0,62.12,4,69,11,193.06,27.61,695,3770.34,0.06,0,0.62,0,0,497,0.2,8.68,0,5.42,0,1108.25,11.93,0,14.1,13,8866,0,8,492.56,1,2.25,539.24,5,0,1.08,9619.53,Support,Control,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D3_M2,2025-02-23T19:34:23,2,Blizzard World,Ana,Twisted Minds,Seicoe,9917,0,0,100,772,1,1,0,0,0,0,0,37,619.81,0,619.81,7707.51,0.44,0,5.33,0,2.33,0,0.44,2.33,0.19,12.44,0.19,0,28.76,3,0,0,0,0,3,0,7,5.33,0,16,0.43,5.44,0,Damage,Hybrid,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D3_M2,2025-02-23T19:34:23,2,Blizzard World,Ana,Twisted Minds,Quartz,13157,0,0,100,772,1,0,0,0,0,0,0,10,692.47,0,692.47,10225.65,0.47,0,3.8,0,0,0,0.47,3.89,0,14.77,0,0,7.77,0,0,0,0,0,5,0,9,3.8,0,19,0,6.99,0,Damage,Hybrid,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D3_M2,2025-02-23T19:34:23,2,Blizzard World,Ana,Twisted Minds,Tvnt,11779,1067.58,0,37,772,1,0,0,0,3380.67,63,0,140,588.95,1014.2,619.95,9154.66,0.6,0,3.17,0,0,20284,0.63,4.66,0,14.77,0,0,108.81,0,0.78,1,0,0,6,0,12,3.33,15764.77,19,0,9.33,0,Tank,Hybrid,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D3_M2,2025-02-23T19:34:23,2,Blizzard World,Ana,Twisted Minds,Irony,4605,43.89,0,26,772,1,0,1375.33,0,79,2,71,27,209.32,17.95,511.67,3579.02,0.14,0,1.8,0,0,395,0.33,3.89,0,6.99,0,2475.6,20.98,0,10.1,13,12378,0,5,562.64,3,4.4,306.99,9,0,2.33,9620.21,Support,Hybrid,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D3_M2,2025-02-23T19:34:23,2,Blizzard World,Ana,Twisted Minds,FunnyAstro,3945,859.25,0,18,772,1,0,1417.38,0,2291.33,31,51,84,140.89,245.5,493.12,3066.06,0,0,2.67,0,0,6874,0,2.33,0,6.22,0,3779.67,65.28,0,15.54,20,11339,0,3,404.96,0,9.33,5342.49,8,0,0,8812.69,Support,Hybrid,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D3_M2,2025-02-23T19:34:23,2,Blizzard World,Dva,The Ultimates,Kevster,10709,32.4,0,95,772,0,0,5.67,0,121.5,4,1,68,713.93,32.4,713.93,8323.06,0.47,0,3.75,0,0,486,0.47,3.11,0,11.66,0,21.25,52.85,0,0,0,85,0,4,5.67,7,3.75,377.72,15,0,5.44,66.06,Damage,Hybrid,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D3_M2,2025-02-23T19:34:23,2,Blizzard World,Dva,The Ultimates,Kai,10271,0,0,100,772,0,0.14,0,0,0,0,0,41,684.73,0,684.73,7982.64,0.53,0,2.14,0,0.78,0,0.53,5.44,0.07,11.66,0.07,0,31.87,1,0,0,0,0,7,0,8,2.14,0,15,0.12,6.22,0,Damage,Hybrid,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D3_M2,2025-02-23T19:34:23,2,Blizzard World,Dva,The Ultimates,Chase,8779,469.93,0,54,772,0,0,19.4,0,1762.25,44,2,66,438.95,352.45,585.27,6823.06,0.25,0,3.75,0,0,7049,0.33,3.11,0,11.66,0,72.75,51.3,0,3.89,5,291,0,4,14.55,5,5,5478.5,15,0,3.89,226.17,Tank,Hybrid,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D3_M2,2025-02-23T19:34:23,2,Blizzard World,Dva,The Ultimates,Skai,4642,134.67,0,34,772,0,0,1397.83,0,101,6,61,37,386.83,67.33,773.67,3607.77,0,0,0.75,0,0,808,0,6.22,0,4.66,0,1048.38,28.76,0,4.66,6,8387,0,8,698.92,0,1.5,627.98,6,0,0,6518.39,Support,Hybrid,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D3_M2,2025-02-23T19:34:23,2,Blizzard World,Dva,The Ultimates,Twilight,5673,0,0,48,772,0,0,547.64,0,0,0,52,15,218.19,0,515.73,4409.07,0.08,0,1.38,0,0,0,0.18,6.22,0,8.55,0,753,11.66,0,11.66,15,6024,0,8,231.69,2,3.25,0,11,0,1.55,4681.87,Support,Hybrid,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D3_M2,2025-02-23T19:34:23,3,Esperanca,Torbjorn,Twisted Minds,Seicoe,7774,0,0,100,676,1,0,0,0,0,0,0,60,250.77,0,250.77,6900,0.32,0,7.75,0,0,0,0.32,3.55,0,27.51,0,0,53.25,0,0,0,0,0,4,0,10,7.75,0,31,0,8.88,0,Damage,Push,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D3_M2,2025-02-23T19:34:23,3,Esperanca,Torbjorn,Twisted Minds,Quartz,10988,0,0,98,676,1,0,9.58,0,0,0,2,21,422.62,0,422.62,9752.66,0.35,0.89,4.33,0,0,0,0.35,5.33,0,23.08,0,41.5,18.64,0,0,0,249,1,6,9.58,9,4.33,0,26,0,7.99,221.01,Damage,Push,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D3_M2,2025-02-23T19:34:23,3,Esperanca,Torbjorn,Twisted Minds,Tvnt,9916,204.84,0,60,676,1,0,0,0,1092.5,40,0,66,260.95,172.5,309.88,8801.18,0.37,0.89,5.33,0,0,6555,0.44,5.33,0,28.4,0,0,58.58,0,5.33,6,0,1,6,0,14,6.33,5818.05,32,0,12.43,0,Tank,Push,EMEA,Round Robin,S1
EMEA_S1_RR_W4_D3_M2,2025-02-23T19:34:23,3,Esperanca,Torbjorn,Twisted Minds,Irony,4786,0,0,30,676,1,0,1126.5,0,0,0,70,20,125.95,0,478.6,4247.93,0.11,0,2.5,0,0,0,0.4,3.55,0,8.88,0,2816.25,17.75,0,24.85,28,11265,0,4,296.45,4,9.5,0,10,0,3.55,9998.52,Support,Push,EMEA,Round Robin,S1
