region,stage,phase,match_id,match_date,round_num,map_name,map_type,team,Damage Dealt,Damage Mitigated/Eliminations,Environmental Kills/10m,Damage as percent of total output,Time Played,Solo Kills/Deaths Ratio,Healing Done/Eliminations,Environmental Kills,Damage Mitigated/Deaths,Damage Mitigated as percent of total output,Healing Done as percent of total output,Objective Time,Damage Dealt/(Eliminations + Assists),Damage Mitigated/(Eliminations + Assists),Damage Dealt/Eliminations,Damage Dealt/10m,Final Blows/(Eliminations + Assists),Multi Kills/10m,K/D Ratio,Solo Kills/Damage Dealt Ratio,Solo Kills/10m,Damage Mitigated,Final Blows/Eliminations,Deaths/10m,Solo Kills/(Eliminations + Assists) Ratio,Eliminations/10m,Solo Kills/Eliminations Ratio,Healing Done/Deaths,Objective Time/10m,Solo Kills,Assists/10m,Assists,Healing Done,Multi Kills,Deaths,Healing Done/(Eliminations + Assists),Final Blows,(Eliminations + Assists)/Deaths,Damage Mitigated/10m,Eliminations,Solo Kills/Final Blows Ratio,Final Blows/10m,Healing Done/10m,Role,hero_bans,Result
EMEA,S2,Playoffs,EMEA_S2_PO_LBQF_M1,2025-06-22T17:53:24,4,Runasapi,Push,The Ultimates,33313,1123.33,0.0,326,2959.0,6.85,1570.19,0.0,2372.0099999999998,67,107,151.0,2043.18,802.39,2712.9,34983.55,1.85,0.0,32.93,0,9.94,10131,2.2800000000000002,22.61,0.51,69.86,0.52,2275.09,181.93,10.0,19.46,20,12770,0.0,22,734.5799999999999,32.0,36.690000000000005,12656.41,69,1.19,32.13,12393.54,DamageDamageTankSupportSupport,Cassidy,1
EMEA,S2,Playoffs,EMEA_S2_PO_LBQF_M2,2025-06-22T19:09:11,1,Busan,Control,Team Peps,43383,1289.6799999999998,0.0,298,3895.0,0.2,6557.049999999999,0.0,2335.29,66,136,151.0,2070.6,643.6700000000001,4003.67,33414.37,1.22,0.0,10.64,0,0.77,17037,1.3299999999999998,26.18,0.05,53.9,0.05,4804.219999999999,116.3,1.0,31.57,41,31038,0.0,34,1323.5,26.0,16.88,13122.210000000001,70,0.11,20.02,23906.04,DamageDamageTankSupportSupport,Sigma,0
EMEA,S2,Playoffs,EMEA_S2_PO_LBQF_M2,2025-06-22T19:09:11,1,Busan,Control,Virtuspro,52781,1008.14,0.0,312,3895.0,0.64,1907.69,0.0,3988.2900000000004,72,116,162.0,2637.58,579.23,3429.93,40652.880000000005,1.49,0.0,23.19,0,1.54,20058,1.92,20.02,0.07,65.47,0.12,4071.43,124.77,2.0,38.5,50,24801,0.0,26,773.76,33.0,32.16,15449.04,85,0.4,25.41,19102.190000000002,DamageDamageTankSupportSupport,Lucio,1
EMEA,S2,Playoffs,EMEA_S2_PO_LBQF_M2,2025-06-22T19:09:11,2,Circuit Royal,Escort,Team Peps,24055,3760.6,0.0,250,2765.0,0.29,5611.65,0.0,2232.46,108,142,371.0,8311.83,2909.3,9074.4,26099.46,2.05,0.0,2.98,0,2.17,14987,2.45,35.8,0.25,20.6,0.33,3978.66,402.52,2.0,11.93,11,23872,0.0,33,2805.8199999999997,8.0,4.76,16260.76,19,0.5,8.66,25900.899999999998,DamageDamageTankSupportSupport,Freja,0
EMEA,S2,Playoffs,EMEA_S2_PO_LBQF_M2,2025-06-22T19:09:11,2,Circuit Royal,Escort,Virtuspro,40209,418.21999999999997,0.0,323,2765.0,3.0,940.4100000000001,0.0,7608.0,61,115,256.0,1360.49,260.40000000000003,1952.18,43626.399999999994,1.21,5.41,81.0,0,3.25,9177,1.6300000000000001,8.66,0.09,110.66,0.13,10854.0,277.75,3.0,50.989999999999995,47,16882,5.0,8,578.58,33.0,114.0,9956.960000000001,102,0.38,35.79,18316.809999999998,DamageDamageTankSupportSupport,Ramattra,1
EMEA,S2,Playoffs,EMEA_S2_PO_LBQF_M2,2025-06-22T19:09:11,3,Suravasa,Flash,Team Peps,36230,1405.75,0.8,300,3730.0,0.17,2096.1099999999997,1.0,2341.95,74,125,182.0,2447.41,929.6600000000001,3204.8199999999997,29139.41,1.5100000000000002,0.0,8.33,0,0.8,14799,1.9700000000000002,28.95,0.07,46.65,0.07,2855.5699999999997,146.37,1.0,23.330000000000002,29,22704,0.0,36,974.52,23.0,12.120000000000001,11902.68,58,0.2,18.5,18260.59,DamageDamageTankSupportSupport,Hazard,0
EMEA,S2,Playoffs,EMEA_S2_PO_LBQF_M2,2025-06-22T19:09:11,3,Suravasa,Flash,Virtuspro,44597,445.03,0.0,322,3730.0,1.0,1312.56,0.0,2371.35,49,129,217.0,1771.76,323.65999999999997,2181.84,35868.9,1.42,0.0,21.82,0,3.22,9829,1.81,19.31,0.16,80.43,0.16,4200.200000000001,174.53,4.0,27.339999999999996,34,21001,0.0,24,719.4200000000001,36.0,28.88,7905.360000000001,100,0.44,28.96,16890.879999999997,DamageDamageTankSupportSupport,Baptiste,1
EMEA,S2,Playoffs,EMEA_S2_PO_LBSF_M1,2025-06-28T18:10:48,1,Oasis,Control,The Ultimates,26966,1322.81,0.0,314,2655.0,0.33,3090.55,0.0,1776.5,61,125,214.0,2566.77,780.78,3854.1800000000003,30470.059999999998,1.48,0.0,7.63,0,1.13,10659,1.79,30.509999999999998,0.1,39.55,0.1,2784.75,241.81,1.0,21.47,19,13604,0.0,27,1189.69,14.0,11.370000000000001,12044.06,35,0.17,15.82,15371.75,DamageDamageTankSupportSupport,Junkerqueen,0
EMEA,S2,Playoffs,EMEA_S2_PO_LBSF_M1,2025-06-28T18:10:48,1,Oasis,Control,Virtuspro,28677,454.38,0.0,309,2655.0,0.25,1864.21,0.0,2592.58,60,131,256.0,1426.08,327.69,2018.02,32403.4,1.43,0.0,35.5,0,1.13,8013,1.8,15.819999999999999,0.06,81.36,0.06,6616.75,289.28,1.0,44.07,39,16069,0.0,14,605.47,27.0,51.08,9054.24,72,0.09,30.51,18157.059999999998,DamageDamageTankSupportSupport,Baptiste,1
EMEA,S2,Playoffs,EMEA_S2_PO_LBSF_M1,2025-06-28T18:10:48,2,Dorado,Escort,The Ultimates,41137,393.25,0.0,322,3730.0,2.06,1465.4,0.0,4083.42,52,126,423.0,1351.53,334.58,1873.57,33086.07,1.43,0.0,33.14,0,5.62,12317,1.91,14.47,0.23,90.89,0.28,6250.75,340.21,7.0,32.97,41,22279,0.0,18,703.72,43.0,45.5,9906.44,113,0.76,34.59,17918.760000000002,DamageDamageTankSupportSupport,Dva,1
EMEA,S2,Playoffs,EMEA_S2_PO_LBSF_M1,2025-06-28T18:10:48,2,Dorado,Escort,Virtuspro,33515,2132.8199999999997,0.0,288,3730.0,0.0,2556.0,0.0,1787.6,84,128,372.0,3236.87,1503.92,4007.24,26955.77,1.58,0.0,5.33,0,0.0,17050,2.04,35.39,0.0,34.57,0.0,2373.5299999999997,299.19,0.0,12.86,16,20448,0.0,44,1383.4299999999998,18.0,7.140000000000001,13713.140000000001,43,0.0,14.48,16446.12,DamageDamageTankSupportSupport,Ana,0
EMEA,S2,Playoffs,EMEA_S2_PO_LBSF_M1,2025-06-28T18:10:48,3,Midtown,Hybrid,The Ultimates,48473,1359.68,0.0,301,4420.0,0.35,2417.62,0.0,2822.3900000000003,83,116,251.0,2360.88,972.6000000000001,3260.24,32900.24,1.61,0.0,9.39,0,2.04,23159,2.02,32.58,0.14,52.26,0.2,1848.8400000000001,170.37,3.0,16.96,25,20730,0.0,48,1147.46,34.0,11.79,15718.78,77,0.77,23.080000000000002,14070.130000000001,DamageDamageTankSupportSupport,Orisa,0
EMEA,S2,Playoffs,EMEA_S2_PO_LBSF_M1,2025-06-28T18:10:48,3,Midtown,Hybrid,Virtuspro,48432,971.82,0.0,286,4420.0,1.0,1090.81,0.0,3871.7100000000005,95,119,456.0,1421.17,667.64,1900.6499999999999,32872.41,1.4200000000000002,0.0,19.95,0,4.08,25605,1.7999999999999998,23.07,0.15,86.19999999999999,0.23,3470.4700000000003,309.51,6.0,35.97,53,23130,0.0,34,579.09,48.0,28.11,17378.969999999998,127,0.8,32.589999999999996,15699.1,DamageDamageTankSupportSupport,Kiriko,1
EMEA,S2,Playoffs,EMEA_S2_PO_LBSF_M1,2025-06-28T18:10:48,4,Suravasa,Flash,The Ultimates,29196,1714.75,0.0,309,2520.0,0.65,2827.11,0.0,2455.43,66,125,87.0,3310.88,1543.22,4054.92,34757.15,1.65,0.0,7.42,0,3.57,12483,2.15,29.75,0.32,42.84,0.39,2908.33,103.57,3.0,14.280000000000001,12,14143,0.0,25,1308.99,15.0,10.0,14860.72,36,1.0,17.85,16836.91,DamageDamageTankSupportSupport,Lucio,0
EMEA,S2,Playoffs,EMEA_S2_PO_LBSF_M1,2025-06-28T18:10:48,4,Suravasa,Flash,Virtuspro,30234,875.7099999999999,0.0,290,2520.0,2.5,2371.7200000000003,0.0,3555.83,71,139,141.0,1720.78,497.41,2564.25,35992.86,1.49,0.0,30.75,0,4.76,10942,1.75,17.849999999999998,0.25,72.63,0.26,5337.58,167.86,4.0,40.47,34,18338,0.0,15,918.53,25.0,40.75,13026.19,61,0.42000000000000004,29.75,21830.95,DamageDamageTankSupportSupport,Ramattra,1
EMEA,S2,Playoffs,EMEA_S2_PO_LBSF_M2,2025-06-28T19:50:42,1,Oasis,Control,Al qadsiah,30235,1219.73,0.0,230,2130.0,1.0,764.45,0.0,14988.0,150,121,195.0,1314.17,888.65,1700.4199999999998,42584.5,1.13,9.87,53.67,0,2.82,24632,1.5999999999999999,14.1,0.06,130.99,0.1,5990.17,274.65,2.0,67.61,48,13925,7.0,10,421.02,30.0,76.67,34692.96,93,0.6,42.25,19612.67,DamageDamageTankSupportSupport,Ramattra,1
EMEA,S2,Playoffs,EMEA_S2_PO_UBF_M1,2025-06-28T19:50:42,1,Oasis,Control,Twisted Minds,22874,5872.18,0.0,224,2130.0,0.0,3753.12,0.0,3648.46,149,127,188.0,3627.82,5255.5,4841.22,32216.91,1.54,0.0,4.0600000000000005,0,0.0,24255,1.67,43.66,0.0,35.21,0.0,2526.83,264.78999999999996,0.0,18.31,13,15161,0.0,31,1502.12,10.0,6.23,34161.979999999996,25,0.0,14.08,21353.53,DamageDamageTankSupportSupport,Genji,0
EMEA,S2,Playoffs,EMEA_S2_PO_UBF_M1,2025-06-28T19:50:42,2,Circuit Royal,Escort,Al qadsiah,54446,1483.87,0.0,239,3895.0,0.0,2330.67,0.0,6410.66,119,142,765.0,1514.94,980.73,2294.16,41935.299999999996,1.04,2.31,16.59,0,0.0,39905,1.6199999999999999,27.72,0.0,89.35,0.0,6772.97,589.22,0.0,53.910000000000004,70,38468,3.0,36,1010.53,38.0,28.05,30735.56,116,0.0,29.26,29628.760000000002,DamageDamageTankSupportSupport,Illari,1
EMEA,S2,Playoffs,EMEA_S2_PO_UBF_M1,2025-06-28T19:50:42,2,Circuit Royal,Escort,Twisted Minds,63283,2813.54,0.0,245,3895.0,0.0,1723.6,0.0,6069.86,124,129,762.0,2278.03,1956.2099999999998,3147.01,48741.729999999996,1.26,2.31,13.48,0,0.0,50815,1.76,29.259999999999998,0.0,77.78999999999999,0.0,4631.15,586.91,0.0,46.21,60,32697,3.0,38,825.6500000000001,36.0,21.83,39138.65,101,0.0,27.720000000000002,25183.82,DamageDamageTankSupportSupport,Pharah,0
EMEA,S2,Playoffs,EMEA_S2_PO_UBF_M1,2025-06-28T19:50:42,3,King's Row,Hybrid,Al qadsiah,54458,2338.62,0.0,252,3810.0,0.27,2969.93,0.0,3382.3500000000004,118,130,134.0,2336.74,1540.79,3614.62,42880.32,1.2,0.79,6.99,0,2.3600000000000003,36461,1.75,41.730000000000004,0.12000000000000001,59.05,0.26,2752.04,105.51,3.0,33.86,43,28155,1.0,53,1138.8400000000001,28.0,11.19,28709.449999999997,75,0.66,22.04,22169.289999999997,DamageDamageTankSupportSupport,Baptiste,0
EMEA,S2,Playoffs,EMEA_S2_PO_UBF_M1,2025-06-28T19:50:42,3,King's Row,Hybrid,Twisted Minds,59516,1418.41,0.0,246,3810.0,0.11,1295.8400000000001,0.0,12728.8,108,145,493.0,1471.54,1125.35,1951.24,46862.98,1.31,0.79,33.68,0,0.79,44069,1.6800000000000002,22.04,0.02,118.89999999999999,0.03,8218.2,388.20000000000005,1.0,58.269999999999996,74,34846,1.0,28,641.2,53.0,49.59,34700.01,151,0.11,41.74,27437.79,DamageDamageTankSupportSupport,Mei,1
EMEA,S2,Playoffs,EMEA_S2_PO_UBF_M1,2025-06-28T19:50:42,4,Colosseo,Push,Al qadsiah,33379,1086.62,0.0,310,3180.0,0.82,1602.2,0.0,1547.87,73,117,558.0,1859.24,763.7900000000001,2510.03,31489.62,1.58,0.0,7.680000000000001,0,6.609999999999999,12676,2.05,41.51,0.39,63.21,0.4,1740.27,526.4200000000001,7.0,23.57,25,15672,0.0,44,786.7,28.0,10.51,11958.5,67,0.79,26.4,14784.900000000001,DamageDamageTankSupportSupport,Symmetra,0
EMEA,S2,Playoffs,EMEA_S2_PO_UBF_M1,2025-06-28T19:50:42,4,Colosseo,Push,Twisted Minds,39061,624.19,0.0,320,3180.0,0.37,939.43,0.0,3245.8,55,125,269.0,1233.21,507.16,1599.02,36850.0,1.49,2.83,22.64,0,1.88,16229,1.73,26.419999999999998,0.07,111.31,0.07,3000.17,253.76,2.0,50.94,54,16787,3.0,28,417.85999999999996,44.0,32.7,15310.38,118,0.14,41.510000000000005,15836.8,DamageDamageTankSupportSupport,Dva,1
EMEA,S2,Playoffs,EMEA_S2_PO_UBF_M1,2025-06-28T19:50:42,5,New Junk City,Flash,Al qadsiah,40337,1127.69,0.0,261,2920.0,0.0,974.69,0.0,9246.0,127,112,238.0,1317.74,792.48,1843.6,41442.12,1.15,1.03,39.67,0,0.0,27738,1.7,14.370000000000001,0.0,113.00999999999999,0.0,8125.0,244.52,0.0,64.73,63,18569,1.0,14,441.44,37.0,65.17,28497.95,110,0.0,38.010000000000005,19077.739999999998,DamageDamageTankSupportSupport,Brigitte,1
EMEA,S2,Playoffs,EMEA_S2_PO_UBF_M1,2025-06-28T19:50:42,5,New Junk City,Flash,Twisted Minds,32435,3592.8799999999997,1.03,226,2920.0,0.0,2930.5699999999997,1.0,4778.58,136,137,239.0,2475.54,2681.31,3694.94,33323.63,0.97,2.06,5.95,0,0.0,31562,1.45,38.01,0.0,44.18,0.0,2788.88,245.56,0.0,29.79,29,20682,2.0,37,1222.88,13.0,9.84,32426.720000000005,43,0.0,13.350000000000001,21248.64,DamageDamageTankSupportSupport,Junkerqueen,0
EMEA,S2,Playoffs,EMEA_S2_PO_UBSF_M1,2025-06-21T17:28:30,1,Oasis,Control,Al qadsiah,24781,770.18,0.0,274,1880.0,1.5,1475.31,0.0,11826.0,92,133,170.0,1320.85,536.4499999999999,1915.95,39544.15,1.22,0.0,57.0,0,3.2,11826,1.58,7.99,0.11000000000000001,102.13,0.13,14418.0,271.28,2.0,55.85,35,14418,0.0,5,663.74,23.0,92.0,18871.280000000002,64,0.26,36.7,23007.44,DamageDamageTankSupportSupport,Brigitte,1
EMEA,S2,Playoffs,EMEA_S2_PO_UBSF_M1,2025-06-21T17:28:30,1,Oasis,Control,The Ultimates,20385,2945.75,0.0,298,1880.0,0.2,10607.0,0.0,1996.0,71,131,143.0,7024.469999999999,2176.3,10212.5,32529.27,1.7000000000000002,0.0,2.47,0,1.6,9980,2.42,36.71,0.2,17.56,0.25,2138.8,228.19,1.0,6.390000000000001,4,10694,0.0,23,4222.2,5.0,3.27,15925.529999999999,11,1.0,7.99,17064.9,DamageDamageTankSupportSupport,Cassidy,0
EMEA,S2,Playoffs,EMEA_S2_PO_UBSF_M1,2025-06-21T17:28:30,2,Watchpoint Gibraltar,Escort,Al qadsiah,18201,519.27,0.0,273,1520.0,1.0,1079.6,0.0,6115.0,98,129,152.0,1145.95,411.23,1486.98,35923.04,1.17,0.0,54.5,0,1.97,6115,1.33,7.89,0.06,118.42,0.07,7396.5,300.0,1.0,43.43,22,10355,0.0,4,576.5,18.0,73.0,12069.08,60,0.25,35.519999999999996,20437.5,DamageDamageTankSupportSupport,Ana,1
EMEA,S2,Playoffs,EMEA_S2_PO_UBSF_M1,2025-06-21T17:28:30,2,Watchpoint Gibraltar,Escort,The Ultimates,17422,3695.0,0.0,317,1520.0,0.25,6138.0,0.0,1656.25,63,120,118.0,9753.5,3695.0,10119.33,34385.53,2.0,0.0,2.0,0,1.97,6625,2.17,35.51,0.33,15.790000000000001,0.33,2113.5,232.9,1.0,1.97,1,8454,0.0,18,5366.0,4.0,2.25,13075.66,8,0.5,7.890000000000001,16685.53,DamageDamageTankSupportSupport,Dva,0
EMEA,S2,Playoffs,EMEA_S2_PO_UBSF_M1,2025-06-21T17:28:30,3,Suravasa,Flash,Al qadsiah,33571,1052.72,0.0,290,3085.0,1.61,1022.25,0.0,5743.08,100,112,185.0,1262.66,711.76,1729.9099999999999,32646.03,1.28,1.94,26.91,0,3.8899999999999997,24037,1.72,25.27,0.16999999999999998,96.26,0.18,3200.12,179.9,4.0,38.9,40,16832,2.0,26,566.19,35.0,34.8,23374.72,99,0.47000000000000003,34.04,16368.24,DamageDamageTankSupportSupport,Illari,1
EMEA,S2,Playoffs,EMEA_S2_PO_UBSF_M1,2025-06-21T17:28:30,3,Suravasa,Flash,The Ultimates,34889,747.9200000000001,0.0,290,3085.0,0.5700000000000001,2642.15,0.0,1690.58,78,132,188.0,2138.13,576.1,2911.92,33927.72,1.6199999999999999,0.0,8.64,0,3.8899999999999997,11834,2.12,34.04,0.23,59.32,0.24,2789.62,182.82000000000002,4.0,24.31,25,17802,0.0,35,1040.74,26.0,12.51,11507.94,61,0.47000000000000003,25.28,17311.510000000002,DamageDamageTankSupportSupport,Symmetra,0
EMEA,S2,Playoffs,EMEA_S2_PO_UBSF_M2,2025-06-21T18:25:44,1,Busan,Control,Twisted Minds,29255,610.3199999999999,0.0,271,1950.0,0.5,964.8800000000001,0.0,12547.5,93,134,73.0,1077.1100000000001,493.22,1419.65,45007.7,1.24,0.0,90.0,0,1.54,12686,1.6400000000000001,7.7,0.04,155.39000000000001,0.05,17320.0,112.3,1.0,75.4,49,17349,0.0,5,476.32000000000005,34.0,138.0,19516.92,101,0.1,52.31,26690.77,DamageDamageTankSupportSupport,Tracer,1
EMEA,S2,Playoffs,EMEA_S2_PO_UBSF_M2,2025-06-21T18:25:44,1,Busan,Control,Virtuspro,25144,4272.0,0.0,263,1950.0,0.0,4625.83,0.0,1239.87,102,135,58.0,8502.33,3964.43,9488.0,38683.08,1.7000000000000002,0.0,2.75,0,0.0,10367,1.83,52.32,0.0,20.02,0.0,1567.8899999999999,89.23,0.0,7.7,5,12210,0.0,34,2619.6000000000004,5.0,3.41,15949.23,13,0.0,7.7,18784.61,DamageDamageTankSupportSupport,Illari,0
EMEA,S2,Playoffs,EMEA_S2_PO_UBSF_M2,2025-06-21T18:25:44,2,Dorado,Escort,Twisted Minds,23679,1549.31,0.0,289,1990.0,0.0,1968.23,0.0,11964.67,74,136,253.0,2255.37,941.82,2933.59,35696.979999999996,1.29,0.0,23.67,0,0.0,12569,1.76,15.09,0.0,61.81,0.0,5422.0,381.4,0.0,33.17,22,12934,0.0,10,822.8,15.0,35.67,18948.24,41,0.0,22.61,19498.5,DamageDamageTankSupportSupport,Orisa,1
EMEA,S2,Playoffs,EMEA_S2_PO_UBSF_M2,2025-06-21T18:25:44,2,Dorado,Escort,Virtuspro,21805,1616.83,0.0,306,1990.0,1.0,3072.96,0.0,1816.3,71,125,398.0,3454.82,1032.0,4481.14,32871.86,1.3800000000000001,0.0,12.280000000000001,0,1.51,8875,1.86,22.62,0.12,39.2,0.2,9250.3,600.0,1.0,13.559999999999999,9,12710,0.0,15,1753.01,10.0,16.63,13379.4,26,0.5,15.079999999999998,19160.800000000003,DamageDamageTankSupportSupport,Symmetra,0
EMEA,S2,Playoffs,EMEA_S2_PO_UBSF_M2,2025-06-21T18:25:44,3,Midtown,Hybrid,Twisted Minds,37595,1320.18,0.0,232,3515.0,0.0,2181.6400000000003,0.0,7333.57,119,150,362.0,1403.4,927.6199999999999,1984.82,32086.760000000002,1.3800000000000001,0.0,17.88,0,0.0,26931,1.76,24.74,0.0,77.66000000000001,0.0,4595.98,308.96,0.0,44.379999999999995,52,29849,0.0,29,937.6099999999999,35.0,27.31,22985.199999999997,91,0.0,29.87,25475.67,DamageDamageTankSupportSupport,Sigma,1
EMEA,S2,Playoffs,EMEA_S2_PO_UBSF_M2,2025-06-21T18:25:44,3,Midtown,Hybrid,Virtuspro,44679,1223.95,0.0,309,3515.0,0.29,1362.79,0.0,2299.0299999999997,82,108,364.0,2384.06,824.8100000000001,3023.23,38132.85,1.51,0.0,10.76,0,1.71,16485,1.96,29.86,0.11,62.31,0.11,2502.7799999999997,310.67,2.0,21.33,25,17251,0.0,35,798.64,29.0,14.24,14069.7,73,0.22,24.75,14723.47,DamageDamageTankSupportSupport,Lucio,0
EMEA,S2,Round Robin,EMEA_S2_RR_W1_D1_M1,2025-05-10T18:13:29,1,Ilios,Control,GenG,27902,1372.76,0.0,284,3115.0,0.48,2819.7799999999997,0.0,2203.06,76,139,139.0,2525.55,791.27,3453.4700000000003,26871.91,1.9,0.0,6.5600000000000005,0,2.88,10559,2.59,37.55,0.29,39.480000000000004,0.35,2184.8,133.87,3.0,17.34,18,17138,0.0,39,1330.59,21.0,8.76,10169.18,41,0.5900000000000001,20.23,16505.300000000003,DamageDamageTankSupportSupport,Tracer,0
EMEA,S2,Round Robin,EMEA_S2_RR_W1_D1_M1,2025-05-10T18:13:29,1,Ilios,Control,The Ultimates,34678,257.42,0.0,348,3115.0,2.4,727.3900000000001,0.0,6698.29,39,113,155.0,1481.3899999999999,228.39000000000001,1796.75,33397.75,1.7000000000000002,0.0,41.04,0,3.8499999999999996,6970,2.04,20.23,0.16999999999999998,90.53999999999999,0.18,2111.43,149.27,4.0,25.04,26,11405,0.0,21,463.04,39.0,48.89,6712.68,94,0.4,37.56,10983.94,DamageDamageTankSupportSupport,Lucio,1
EMEA,S2,Round Robin,EMEA_S2_RR_W1_D1_M1,2025-05-10T18:13:29,2,Suravasa,Flash,GenG,23099,1385.56,0.0,275,2845.0,0.2,10561.33,0.0,1255.6200000000001,78,146,81.0,2318.07,686.53,3802.47,24357.469999999998,1.25,0.0,5.07,0,1.05,7825,1.83,34.8,0.1,31.63,0.1,1794.4299999999998,85.41000000000001,1.0,20.04,19,13649,0.0,33,1515.33,13.0,7.72,8251.32,30,0.17,13.709999999999999,14392.609999999999,DamageDamageTankSupportSupport,Genji,0
EMEA,S2,Round Robin,EMEA_S2_RR_W1_D1_M1,2025-05-10T18:13:29,2,Suravasa,Flash,The Ultimates,31060,826.58,2.11,311,2845.0,2.5,1231.92,2.0,5998.34,84,105,96.0,1405.9,490.82000000000005,1836.65,32752.2,1.36,0.0,46.5,0,3.16,14059,1.76,14.76,0.13,88.57,0.14,3485.0,101.23,3.0,39.019999999999996,37,13917,0.0,14,497.03999999999996,30.0,57.0,14824.949999999999,84,0.33999999999999997,31.64,14675.22,DamageDamageTankSupportSupport,Kiriko,1
EMEA,S2,Round Robin,EMEA_S2_RR_W1_D1_M1,2025-05-10T18:13:29,3,Runasapi,Push,GenG,20465,5346.75,0.0,260,2490.0,0.47,13646.64,0.0,1283.71,91,149,242.0,4829.52,2370.75,6617.23,24656.64,2.44,0.0,2.17,0,4.82,9597,2.44,48.19,0.72,21.67,0.72,1726.27,291.57,4.0,9.64,8,13831,0.0,40,3486.2599999999998,11.0,3.19,11562.65,18,1.0,13.25,16663.85,DamageDamageTankSupportSupport,Kiriko,0
EMEA,S2,Round Robin,EMEA_S2_RR_W1_D1_M1,2025-05-10T18:13:29,3,Runasapi,Push,The Ultimates,30745,492.70000000000005,0.0,311,2490.0,4.0,704.13,0.0,10088.95,79,110,214.0,1026.92,332.06,1281.19,37042.159999999996,1.29,2.4,77.15,0,4.82,12321,1.73,13.25,0.11,137.35,0.13,2519.75,257.82,4.0,51.81,43,11252,2.0,11,331.64,40.0,92.35,14844.57,114,0.31,48.18,13556.630000000001,DamageDamageTankSupportSupport,Freja,1
EMEA,S2,Round Robin,EMEA_S2_RR_W1_D1_M2,2025-05-10T20:22:37,1,Oasis,Control,Al qadsiah,50360,469.59000000000003,0.0,283,3495.0,0.33,1324.0500000000002,0.0,3905.58,59,157,364.0,1194.02,263.76,1589.55,43227.46,1.12,0.0,33.74,0,1.72,14341,1.58,20.6,0.06,131.33,0.06,9605.61,312.44,2.0,79.82,93,38036,0.0,24,632.4100000000001,48.0,57.88,12309.86,153,0.15,41.2,32648.93,DamageDamageTankSupportSupport,Torbjorn,1
EMEA,S2,Round Robin,EMEA_S2_RR_W1_D1_M2,2025-05-10T20:22:37,1,Oasis,Control,Twisted Minds,54665,1276.66,0.0,272,3495.0,0.12,2183.68,0.0,1946.03,88,142,317.0,2473.48,798.26,3374.35,46922.75,1.08,0.86,7.65,0,0.86,20338,1.5,43.77,0.06,65.23,0.06,2474.2,272.1,1.0,37.769999999999996,44,27474,1.0,51,1036.9499999999998,24.0,11.75,17457.510000000002,76,0.14,20.61,23582.82,DamageDamageTankSupportSupport,Hazard,0
EMEA,S2,Round Robin,EMEA_S2_RR_W1_D1_M2,2025-05-10T20:22:37,2,New Junk City,Flash,Al qadsiah,32970,386.99,0.0,288,2300.0,0.0,1219.42,0.0,4251.25,54,158,319.0,1162.28,204.09,1556.2800000000002,43004.35,1.28,2.6,60.75,0,0.0,7662,1.66,15.649999999999999,0.0,136.96,0.0,20659.25,416.09000000000003,0.0,90.00999999999999,69,23210,2.0,12,534.09,36.0,118.5,9993.92,105,0.0,46.96,30273.91,DamageDamageTankSupportSupport,Lucio,1
EMEA,S2,Round Robin,EMEA_S2_RR_W1_D1_M2,2025-05-10T20:22:37,2,New Junk City,Flash,Twisted Minds,31204,1589.9,0.0,264,2300.0,0.0,5609.7,0.0,1724.42,87,147,258.0,2929.14,991.26,4825.73,40700.86,1.1300000000000001,0.0,4.5600000000000005,0,0.0,12071,1.4600000000000002,46.95,0.0,43.05,0.0,2365.0,336.52000000000004,0.0,26.09,20,16555,0.0,36,1754.51,12.0,7.4,15744.789999999999,33,0.0,15.649999999999999,21593.48,DamageDamageTankSupportSupport,Venture,0
EMEA,S2,Round Robin,EMEA_S2_RR_W1_D1_M2,2025-05-10T20:22:37,3,King's Row,Hybrid,Al qadsiah,50315,1450.25,0.0,255,4110.0,0.08,1838.29,0.0,2836.0600000000004,113,131,663.0,1695.1100000000001,941.04,2513.9100000000003,36726.28,1.11,0.0,10.14,0,0.73,29835,1.75,36.5,0.04,72.27,0.04,4093.86,483.93,1.0,40.88,56,31120,0.0,50,912.94,34.0,16.67,21777.38,99,0.14,24.82,22715.34,DamageDamageTankSupportSupport,Ramattra,0
EMEA,S2,Round Robin,EMEA_S2_RR_W1_D1_M2,2025-05-10T20:22:37,3,King's Row,Hybrid,Twisted Minds,63058,736.69,0.0,275,4110.0,0.62,1510.8000000000002,0.0,3041.8599999999997,78,148,574.0,1662.28,507.01,2405.34,46027.74,1.28,0.73,18.45,0,2.92,21293,1.95,24.82,0.1,91.98,0.17,4993.39,418.96999999999997,4.0,54.019999999999996,74,30568,1.0,34,726.1100000000001,49.0,30.05,15542.34,126,0.34,35.769999999999996,22312.41,DamageDamageTankSupportSupport,Genji,1
EMEA,S2,Round Robin,EMEA_S2_RR_W1_D1_M2,2025-05-10T20:22:37,4,Colosseo,Push,Al qadsiah,29194,461.93,0.0,291,3125.0,0.11,1126.08,0.0,1554.26,74,134,616.0,1186.14,332.8,1473.08,28026.24,1.36,0.96,14.629999999999999,0,0.96,9115,1.71,32.64,0.05,90.24000000000001,0.05,2190.35,591.36,1.0,37.44,39,15695,1.0,34,525.47,33.0,20.46,8750.400000000001,94,0.1,31.68,15067.2,DamageDamageTankSupportSupport,Symmetra,0
