region,stage,phase,match_id,match_date,round_num,map_name,map_type,team,Damage Dealt,Damage Mitigated/Eliminations,Environmental Kills/10m,Damage as percent of total output,Time Played,Solo Kills/Deaths Ratio,Healing Done/Eliminations,Environmental Kills,Damage Mitigated/Deaths,Damage Mitigated as percent of total output,Healing Done as percent of total output,Objective Time,Damage Dealt/(Eliminations + Assists),Damage Mitigated/(Eliminations + Assists),Damage Dealt/Eliminations,Damage Dealt/10m,Final Blows/(Eliminations + Assists),Multi Kills/10m,K/D Ratio,Solo Kills/Damage Dealt Ratio,Solo Kills/10m,Damage Mitigated,Final Blows/Eliminations,Deaths/10m,Solo Kills/(Eliminations + Assists) Ratio,Eliminations/10m,Solo Kills/Eliminations Ratio,Healing Done/Deaths,Objective Time/10m,Solo Kills,Assists/10m,Assists,Healing Done,Multi Kills,Deaths,Healing Done/(Eliminations + Assists),Final Blows,(Eliminations + Assists)/Deaths,Damage Mitigated/10m,Eliminations,Solo Kills/Final Blows Ratio,Final Blows/10m,Healing Done/10m,Role,hero_bans,Result
EMEA,S1,Playoffs,EMEA_S1_PO_GF_M1,2025-03-09T21:34:47,1,Lijiang Tower,Control,Al qadsiah,51636,851.45,0.0,283,3885.0,0.15,1705.94,0.0,1368.95,79,138,486.0,1894.19,563.74,2752.49,39873.35,1.24,0.0,7.5,0,1.54,16367,1.91,47.11,0.07,70.27,0.14,2110.3,375.28000000000003,2.0,40.93,53,26242,0.0,61,826.8499999999999,34.0,11.82,12638.61,91,0.22,26.26,20264.09,DamageDamageTankSupportSupport,Juno,0
EMEA,S1,Playoffs,EMEA_S1_PO_GF_M1,2025-03-09T21:34:47,1,Lijiang Tower,Control,Virtuspro,59042,765.01,1.54,283,3885.0,0.24000000000000002,828.0,2.0,4536.68,109,109,492.0,1156.54,516.64,1624.87,45592.27,1.09,2.31,28.27,0,1.54,31576,1.58,26.259999999999998,0.05,142.09,0.06,4652.71,379.93,2.0,77.22,100,24066,3.0,34,372.5,58.0,46.26,24383.0,184,0.16,44.8,18583.79,DamageDamageTankSupportSupport,Pharah,1
EMEA,S1,Playoffs,EMEA_S1_PO_GF_M1,2025-03-09T21:34:47,2,Suravasa,Flash,Al qadsiah,32647,500.03,0.0,290,2605.0,0.2,1027.42,0.0,3232.38,67,143,157.0,1139.15,295.78000000000003,1513.47,37597.31,1.12,3.4499999999999997,26.130000000000003,0,1.15,11148,1.5,24.19,0.05,119.75999999999999,0.05,4716.02,180.81,1.0,65.65,57,19647,3.0,21,511.68000000000006,32.0,40.52,12838.39,104,0.14,36.85,22626.1,DamageDamageTankSupportSupport,Illari,1
EMEA,S1,Playoffs,EMEA_S1_PO_GF_M1,2025-03-09T21:34:47,2,Suravasa,Flash,Virtuspro,31512,856.94,0.0,289,2605.0,0.2,1590.17,0.0,1305.85,67,144,134.0,1999.26,533.4200000000001,2654.4,36290.21,1.28,0.0,9.58,0,1.15,9138,1.6800000000000002,36.85,0.04,66.81,0.1,2679.51,154.32,1.0,40.300000000000004,35,16953,0.0,32,739.4399999999999,21.0,15.26,10523.599999999999,58,0.25,24.18,19523.61,DamageDamageTankSupportSupport,Torbjorn,0
EMEA,S1,Playoffs,EMEA_S1_PO_GF_M1,2025-03-09T21:34:47,3,Dorado,Escort,Al qadsiah,61550,675.56,0.66,281,4560.0,0.0,1442.67,1.0,2210.59,72,147,542.0,1487.82,410.28000000000003,1931.6799999999998,40493.41,1.1,3.95,15.33,0,0.0,21773,1.55,34.2,0.0,102.63,0.0,4122.09,356.58,0.0,56.58,86,40642,6.0,52,689.81,49.0,23.91,14324.34,156,0.0,32.23,26738.16,DamageDamageTankSupportSupport,Dva,0
EMEA,S1,Playoffs,EMEA_S1_PO_GF_M1,2025-03-09T21:34:47,3,Dorado,Escort,Virtuspro,68392,641.75,0.0,295,4560.0,0.0,1251.75,0.0,2021.9699999999998,70,136,842.0,1662.33,354.9,2224.25,44994.74,1.21,3.3000000000000003,16.21,0,0.0,19783,1.62,32.879999999999995,0.0,101.31,0.0,3792.92,553.95,0.0,65.78999999999999,100,35014,5.0,50,548.13,52.0,26.740000000000002,13015.130000000001,154,0.0,34.21,23035.519999999997,DamageDamageTankSupportSupport,Kiriko,1
EMEA,S1,Playoffs,EMEA_S1_PO_GF_M1,2025-03-09T21:34:47,4,Esperanca,Push,Al qadsiah,26403,475.29,0.0,311,2520.0,0.5,781.06,0.0,4010.67,72,118,340.0,850.45,314.40999999999997,1218.31,31432.14,1.06,2.38,34.3,0,1.19,12351,1.53,23.799999999999997,0.03,129.76,0.03,2727.25,404.76,1.0,63.099999999999994,53,11910,2.0,20,337.32,35.0,47.36,14703.57,109,0.1,41.66,14178.57,DamageDamageTankSupportSupport,Ramattra,1
EMEA,S1,Playoffs,EMEA_S1_PO_GF_M1,2025-03-09T21:34:47,4,Esperanca,Push,Virtuspro,25071,1560.7599999999998,0.0,303,2520.0,0.12,1027.86,0.0,2515.13,94,103,421.0,2228.7,1091.64,2802.55,29846.43,1.45,0.0,6.97,0,1.19,15510,2.02,41.65,0.06,55.94,0.11,1329.5900000000001,501.18999999999994,1.0,26.18,22,9798,0.0,35,533.96,20.0,10.04,18464.29,47,0.33,23.8,11664.28,DamageDamageTankSupportSupport,Brigitte,0
EMEA,S1,Playoffs,EMEA_S1_PO_GF_M1,2025-03-09T21:34:47,5,Eichenwalde,Hybrid,Al qadsiah,60708,938.54,0.0,274,4290.0,0.0,2394.71,0.0,1635.75,75,150,448.0,1818.54,507.89,2535.6600000000003,42453.15,1.1600000000000001,0.7,8.57,0,0.0,21157,1.43,47.55,0.0,79.72,0.0,2937.67,313.28999999999996,0.0,48.95,70,41250,1.0,68,991.91,36.0,13.68,14795.099999999999,114,0.0,25.18,28846.15,DamageDamageTankSupportSupport,Ana,0
EMEA,S1,Playoffs,EMEA_S1_PO_GF_M1,2025-03-09T21:34:47,5,Eichenwalde,Hybrid,Virtuspro,72414,465.13,0.0,297,4290.0,0.0,989.3,0.0,2638.92,65,138,876.0,1201.52,256.46,1635.83,50639.15,1.15,4.8999999999999995,30.11,0,0.0,20335,1.5,25.18,0.0,149.66,0.0,5046.6900000000005,612.5899999999999,0.0,97.19999999999999,139,37565,7.0,36,441.84000000000003,66.0,48.35,14220.279999999999,214,0.0,46.16,26269.230000000003,DamageDamageTankSupportSupport,Tracer,1
EMEA,S1,Playoffs,EMEA_S1_PO_GF_M1,2025-03-09T21:34:47,6,Samoa,Control,Al qadsiah,28880,2443.3,0.0,279,2105.0,0.0,5741.66,0.0,1531.42,72,149,141.0,4366.84,1223.55,5995.66,41159.15,1.33,0.0,3.79,0,0.0,9770,1.6300000000000001,47.03,0.0,34.21,0.0,3297.41,200.94,0.0,18.53,13,21414,0.0,33,2328.21,9.0,5.71,13923.990000000002,24,0.0,12.83,30518.769999999997,DamageDamageTankSupportSupport,Pharah,0
EMEA,S1,Playoffs,EMEA_S1_PO_GF_M1,2025-03-09T21:34:47,6,Samoa,Control,Virtuspro,37176,587.74,0.0,282,2105.0,0.0,1398.31,0.0,5710.5,74,145,200.0,1345.75,316.03000000000003,1809.3799999999999,52982.42,1.1099999999999999,5.71,61.16,0,0.0,11206,1.65,12.84,0.0,138.24,0.0,14595.33,285.02,0.0,84.08,59,20766,4.0,9,594.63,31.0,96.16,15970.539999999999,97,0.0,44.190000000000005,29595.25,DamageDamageTankSupportSupport,Lucio,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBF_M1,2025-03-09T19:05:21,1,Samoa,Control,Al qadsiah,50056,508.50999999999993,0.0,294,3670.0,0.6,1424.2800000000002,0.0,2084.81,60,147,429.0,1582.6000000000001,350.73,2057.72,40917.71,1.35,3.2699999999999996,18.5,0,3.2699999999999996,12856,1.73,26.14,0.15,96.45,0.18,5062.67,350.68,4.0,52.31,64,30376,4.0,32,673.48,42.0,29.17,10508.99,118,0.45000000000000007,34.32,24830.52,DamageDamageTankSupportSupport,Juno,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBF_M1,2025-03-09T19:05:21,1,Samoa,Control,The Ultimates,50867,566.3199999999999,0.0,313,3670.0,0.44,1844.56,0.0,1153.44,45,142,490.0,1957.59,340.48,2887.77,41580.65,1.24,0.82,10.200000000000001,0,3.27,9554,1.81,34.34,0.17,70.31,0.19,3421.5,400.54,4.0,40.87,50,26310,1.0,42,931.5799999999999,32.0,16.35,7809.8099999999995,86,0.43,26.15,21506.81,DamageDamageTankSupportSupport,Dva,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBF_M1,2025-03-09T19:05:21,2,Suravasa,Flash,Al qadsiah,53644,666.77,0.0,283,3870.0,0.25,1025.65,0.0,2207.3599999999997,81,136,221.0,1254.53,386.11,1677.41,41584.5,1.15,0.0,19.36,0,1.56,20445,1.6099999999999999,32.57,0.05,122.47999999999999,0.06,3857.2200000000003,171.32,2.0,64.35,83,30999,0.0,42,537.13,51.0,29.07,15848.84,158,0.2,39.53,24030.23,DamageDamageTankSupportSupport,Pharah,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBF_M1,2025-03-09T19:05:21,2,Suravasa,Flash,The Ultimates,52876,794.47,0.0,280,3870.0,0.09,1212.67,0.0,1789.9,83,138,272.0,1398.41,474.22,1960.48,40989.15,1.17,0.78,12.68,0,0.78,20149,1.5,41.09,0.04,102.33,0.04,2641.44,210.86,1.0,59.69,77,28548,1.0,53,575.48,41.0,19.77,15619.38,132,0.08,31.79,22130.23,DamageDamageTankSupportSupport,Lucio,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBF_M1,2025-03-09T19:05:21,3,Havana,Escort,Al qadsiah,54326,968.36,0.0,247,4960.0,0.14,1037.91,0.0,4491.96,118,136,839.0,1151.96,622.42,1593.72,32858.479999999996,1.17,2.41,19.89,0,0.6,34382,1.6099999999999999,27.21,0.02,102.81,0.03,4178.58,507.47,1.0,61.07000000000001,101,33427,4.0,45,515.0799999999999,55.0,32.65,20795.57,170,0.1,33.269999999999996,20217.940000000002,DamageDamageTankSupportSupport,Ramattra,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBF_M1,2025-03-09T19:05:21,3,Havana,Escort,The Ultimates,61343,1462.51,0.0,288,4960.0,0.2,1926.02,0.0,2551.77,95,117,690.0,1984.97,812.4399999999998,2821.12,37102.63,1.47,0.0,9.83,0,1.2,28953,1.96,33.87,0.07,64.12,0.07,2174.3900000000003,417.33,2.0,33.26,55,26987,0.0,56,822.0799999999999,44.0,14.37,17511.9,106,0.14,26.6,16322.78,DamageDamageTankSupportSupport,Kiriko,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M1,2025-03-02T20:01:00,1,Samoa,Control,Team Peps,61600,953.2,0.0,285,4065.0,0.29000000000000004,1857.81,0.0,2160.1,71,143,669.0,1963.54,591.09,2640.35,45461.25,1.22,0.74,10.98,0,2.2199999999999998,21601,1.57,38.379999999999995,0.12000000000000001,84.13,0.12000000000000001,3687.87,493.73,3.0,43.54,59,38444,1.0,52,935.4200000000001,37.0,16.700000000000003,15941.7,114,0.28,27.299999999999997,28371.95,DamageDamageTankSupportSupport,Pharah,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M1,2025-03-02T20:01:00,1,Samoa,Control,The Ultimates,66987,665.21,0.0,294,4065.0,0.0,1421.81,0.0,2565.08,63,143,645.0,1528.77,354.75,2145.55,49436.9,1.28,0.74,20.88,0,0.0,19843,1.67,27.3,0.0,112.17,0.0,5390.3,476.01,0.0,75.28,102,40084,1.0,37,632.1700000000001,52.0,34.31,14644.279999999999,152,0.0,38.38,29582.3,DamageDamageTankSupportSupport,Roadhog,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M1,2025-03-02T20:01:00,2,Route 66,Escort,Team Peps,48004,733.45,0.0,287,3665.0,0.75,1069.42,0.0,7052.0,95,118,622.0,1399.26,521.52,1865.77,39293.86,1.49,0.82,37.72,0,2.46,22440,1.8699999999999999,14.739999999999998,0.12,105.59,0.12,7871.2,509.13,3.0,67.13,82,23634,1.0,18,420.58000000000004,50.0,64.92,18368.35,129,0.2,40.94,19345.7,DamageDamageTankSupportSupport,Ana,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M1,2025-03-02T20:01:00,2,Route 66,Escort,The Ultimates,41698,1479.69,0.0,282,3665.0,0.21000000000000002,5000.46,0.0,1247.58,65,152,396.0,3896.87,1086.52,5453.2,34132.07,1.69,0.0,3.81,0,1.64,12103,2.15,40.93,0.19,30.29,0.21000000000000002,2290.04,324.15,2.0,17.2,21,24799,0.0,50,1843.13,18.0,5.75,9906.960000000001,37,0.34,14.73,20299.32,DamageDamageTankSupportSupport,Sigma,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M1,2025-03-02T20:01:00,3,Suravasa,Flash,Team Peps,47191,704.29,0.0,281,4290.0,0.36,1478.3,0.0,1822.2,79,140,242.0,1209.26,446.89,1574.99,33000.700000000004,1.34,0.0,11.8,0,2.8,21553,1.55,43.35,0.1,96.5,0.11,1898.41,169.23,4.0,51.739999999999995,74,26442,0.0,62,545.3000000000001,49.0,17.08,15072.029999999999,138,0.26,34.269999999999996,18490.91,DamageDamageTankSupportSupport,Mauga,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M1,2025-03-02T20:01:00,3,Suravasa,Flash,The Ultimates,54843,600.25,0.0,288,4290.0,0.12,1132.54,0.0,2957.26,80,133,272.0,1101.69,414.78000000000003,1463.31,38351.740000000005,1.24,0.0,18.75,0,0.7,24617,1.55,34.25,0.02,123.08,0.02,2399.96,190.21,1.0,64.33,92,24842,0.0,49,415.87,62.0,27.92,17214.68,176,0.05,43.35,17372.04,DamageDamageTankSupportSupport,Lucio,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M1,2025-03-02T20:01:00,4,Esperanca,Push,Team Peps,36097,939.14,0.0,290,2995.0,0.7,2451.34,0.0,1643.0,70,139,545.0,2136.81,606.17,3249.81,36157.26,1.57,2.0,9.7,0,5.0,10834,2.17,31.049999999999997,0.31,58.1,0.35000000000000003,3966.2,545.92,5.0,32.05,32,18710,2.0,31,967.6000000000001,27.0,16.27,10852.09,58,0.89,27.049999999999997,18741.239999999998,DamageDamageTankSupportSupport,Brigitte,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M1,2025-03-02T20:01:00,4,Esperanca,Push,The Ultimates,36386,708.29,0.0,275,2995.0,0.42000000000000004,1686.71,0.0,2721.5,65,161,280.0,1605.22,507.82,2068.68,36446.74,1.3900000000000001,0.0,16.0,0,2.0,11646,1.74,27.049999999999997,0.09,85.15,0.11,4768.5,280.47,2.0,37.06,37,22448,0.0,27,840.83,31.0,23.75,11665.439999999999,85,0.2,31.049999999999997,22485.48,DamageDamageTankSupportSupport,Dva,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M2,2025-03-02T18:22:54,1,Samoa,Control,GenG,19100,1587.0,0.0,267,2040.0,0.0,3641.8,0.0,1342.03,83,149,125.0,3270.62,1127.83,4170.58,28088.23,1.19,0.0,3.65,0,0.0,7935,1.7300000000000002,45.57,0.0,32.339999999999996,0.0,2759.3999999999996,183.82,0.0,17.64,12,13167,0.0,31,1543.2799999999997,8.0,6.29,11669.119999999999,22,0.0,11.76,19363.239999999998,DamageDamageTankSupportSupport,Kiriko,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M2,2025-03-02T18:22:54,1,Samoa,Control,Twisted Minds,26279,336.27,0.0,303,2040.0,1.0,1060.1100000000001,0.0,5817.0,48,149,146.0,1087.67,197.32999999999998,1471.6,38645.59,1.19,0.0,60.0,0,1.47,5817,1.69,11.76,0.03,125.0,0.06,9736.0,214.71,1.0,69.12,47,13287,0.0,8,470.52,30.0,98.0,8554.41,85,0.14,44.1,19539.71,DamageDamageTankSupportSupport,Junkrat,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M2,2025-03-02T18:22:54,2,Suravasa,Flash,GenG,29622,1734.5,0.0,309,2605.0,0.0,4160.04,0.0,1286.2,40,151,131.0,5102.66,1065.33,6948.099999999999,34113.63,1.31,0.0,3.8,0,0.0,6665,2.06,35.7,0.0,25.340000000000003,0.0,2567.1,150.87,0.0,13.82,12,15418,0.0,31,1981.63,8.0,5.72,7675.629999999999,22,0.0,9.2,17755.85,DamageDamageTankSupportSupport,Junkrat,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M2,2025-03-02T18:22:54,2,Suravasa,Flash,Twisted Minds,30803,615.8399999999999,0.0,284,2605.0,0.0,1821.6100000000001,0.0,5074.0,68,149,184.0,1181.3,299.78999999999996,1628.25,35473.7,1.19,2.3,56.17,0,0.0,9680,1.68,9.2,0.0,99.03999999999999,0.0,16503.5,211.89,0.0,59.879999999999995,52,20208,2.0,8,696.97,31.0,91.67,11147.79,86,0.0,35.7,23272.17,DamageDamageTankSupportSupport,Wrecking Ball,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M2,2025-03-02T18:22:54,3,Dorado,Escort,GenG,31165,6006.17,0.0,287,3300.0,0.14,4362.67,0.0,1839.9099999999999,97,116,246.0,6136.15,4951.89,7306.75,28331.82,1.8800000000000001,0.0,2.96,0,0.91,18295,2.2,40.9,0.12,21.82,0.12,1472.52,223.63,1.0,7.28,8,15333,0.0,45,2095.73,11.0,3.7299999999999995,16631.82,24,0.2,10.01,13939.09,DamageDamageTankSupportSupport,Juno,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M2,2025-03-02T18:22:54,3,Dorado,Escort,Twisted Minds,39380,678.4300000000001,0.0,306,3300.0,1.17,1083.34,0.0,10215.33,80,114,520.0,1131.11,389.04999999999995,1608.3799999999999,35800.0,1.3,0.0,62.84,0,2.73,16891,1.77,10.01,0.1,110.9,0.12,14207.33,472.71999999999997,3.0,62.730000000000004,69,20540,0.0,11,451.75,45.0,108.67,15355.45,122,0.24000000000000002,40.92,18672.73,DamageDamageTankSupportSupport,Winston,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBSF_M1,2025-03-08T19:00:28,1,Nepal,Control,The Ultimates,34571,662.13,0.0,296,2360.0,0.0,1296.56,0.0,2653.6,64,141,72.0,1328.09,347.15999999999997,1775.0900000000001,43946.18,1.0,0.0,30.05,0,0.0,11329,1.4,22.87,0.0,119.49,0.0,6015.52,91.53,0.0,63.56,50,21671,0.0,18,649.6099999999999,27.0,43.019999999999996,14401.28,94,0.0,34.32,27547.89,DamageDamageTankSupportSupport,Symmetra,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBSF_M1,2025-03-08T19:00:28,1,Nepal,Control,Twisted Minds,34122,944.94,1.27,302,2360.0,0.17,1469.26,1.0,1688.46,63,134,42.0,2145.24,431.41999999999996,3085.14,43375.42,0.96,3.81,10.49,0,1.27,9903,1.38,35.6,0.07,72.45,0.08,3544.51,53.38,1.0,49.58,39,17254,3.0,28,728.8299999999999,16.0,18.15,12588.560000000001,57,0.14,20.330000000000002,21933.05,DamageDamageTankSupportSupport,Dva,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBSF_M1,2025-03-08T19:00:28,2,Route 66,Escort,The Ultimates,41062,1623.47,0.0,276,3755.0,0.17,2372.36,0.0,4396.83,99,125,352.0,2213.69,1050.48,2933.98,32805.86,1.49,0.0,12.56,0,0.8,22541,1.85,21.560000000000002,0.07,53.52,0.07,4547.82,281.22,1.0,27.96,35,21505,0.0,27,899.78,27.0,19.9,18008.78,67,0.12,21.57,17181.08,DamageDamageTankSupportSupport,Tracer,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBSF_M1,2025-03-08T19:00:28,2,Route 66,Escort,Twisted Minds,41654,1644.4,0.0,282,3755.0,0.8300000000000001,2736.0099999999998,0.0,5379.16,96,122,283.0,2784.06,1136.3899999999999,3630.05,33278.82,1.6500000000000001,0.0,11.5,0,3.2,23272,2.12,21.57,0.32,46.34,0.33,4826.08,226.09,4.0,27.17,34,23235,0.0,27,983.5699999999999,27.0,18.5,18592.81,58,0.8500000000000001,21.58,18563.25,DamageDamageTankSupportSupport,Zarya,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBSF_M1,2025-03-08T19:00:28,3,Suravasa,Flash,The Ultimates,43677,805.8299999999999,0.83,292,3625.0,0.45,1343.47,1.0,2109.0,72,137,181.0,1121.79,394.32,1738.6,36146.49,1.06,2.49,22.84,0,1.66,15601,1.6,24.0,0.04,100.12,0.08,5267.52,149.8,2.0,71.17,86,27031,3.0,29,597.23,40.0,38.79,12911.17,121,0.44,33.11,22370.480000000003,DamageDamageTankSupportSupport,Ana,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBSF_M1,2025-03-08T19:00:28,3,Suravasa,Flash,Twisted Minds,44697,703.76,0.0,304,3625.0,0.12,1674.77,0.0,1249.83,58,138,127.0,1687.66,329.52,2492.13,36990.62,1.12,1.66,10.32,0,0.83,10759,1.6199999999999999,34.76,0.04,71.17999999999999,0.04,2693.95,105.1,1.0,48.0,58,23344,2.0,42,735.31,29.0,17.15,8904.0,86,0.11,24.009999999999998,19319.170000000002,DamageDamageTankSupportSupport,Genji,0
EMEA,S1,Playoffs,EMEA_S1_PO_UBF_M1,2025-03-08T20:30:08,1,Samoa,Control,Al qadsiah,42499,854.04,0.0,270,3405.0,0.0,2262.29,0.0,1865.2999999999997,75,155,271.0,1642.9599999999998,448.55,2174.6099999999997,37444.049999999996,1.05,2.64,11.280000000000001,0,0.0,14660,1.44,36.129999999999995,0.0,80.16,0.0,4135.960000000001,238.76,0.0,48.46,55,31401,3.0,41,933.53,28.0,18.34,12916.3,91,0.0,24.67,27666.08,DamageDamageTankSupportSupport,Symmetra,0
EMEA,S1,Playoffs,EMEA_S1_PO_UBF_M1,2025-03-08T20:30:08,1,Samoa,Control,Virtuspro,51816,512.67,0.0,298,3405.0,0.37,1186.12,0.0,2431.7,62,141,498.0,1543.56,308.23,2031.1200000000001,45652.869999999995,1.23,1.76,21.47,0,1.76,13843,1.6400000000000001,25.57,0.06,109.26,0.08,4834.67,438.76,2.0,64.32000000000001,73,27196,2.0,29,573.27,41.0,34.58,12196.48,124,0.21,36.12,23961.24,DamageDamageTankSupportSupport,Ramattra,1
EMEA,S1,Playoffs,EMEA_S1_PO_UBF_M1,2025-03-08T20:30:08,2,Esperanca,Push,Al qadsiah,44430,593.77,0.0,290,3260.0,0.0,1069.16,0.0,2045.8600000000001,72,137,594.0,1058.76,312.34000000000003,1496.25,40886.5,1.09,0.0,20.29,0,0.0,15494,1.5,34.04,0.0,133.45,0.0,3338.72,546.62,0.0,75.46,82,25398,0.0,37,492.43,45.0,30.84,14258.29,145,0.0,41.4,23372.39,DamageDamageTankSupportSupport,Zarya,1
EMEA,S1,Playoffs,EMEA_S1_PO_UBF_M1,2025-03-08T20:30:08,2,Esperanca,Push,Virtuspro,44576,483.92999999999995,0.0,294,3260.0,0.23,927.1,0.0,1656.6999999999998,71,136,844.0,1544.14,315.84999999999997,1950.83,41020.850000000006,1.23,9.200000000000001,14.09,0,1.84,13288,1.49,41.4,0.09000000000000001,109.52000000000001,0.1,2670.31,776.6899999999999,2.0,67.18,73,22720,10.0,45,457.25,37.0,22.52,12228.23,119,0.27,34.04,20907.98,DamageDamageTankSupportSupport,Pharah,0
EMEA,S1,Playoffs,EMEA_S1_PO_UBF_M1,2025-03-08T20:30:08,3,Dorado,Escort,Al qadsiah,44194,1890.63,0.0,232,4115.0,0.2,2705.36,0.0,3756.09,134,135,544.0,1891.8600000000001,1274.6399999999999,2855.79,32219.21,1.14,0.0,7.97,0,1.46,32404,1.79,36.45,0.08,55.4,0.1,2253.62,396.6,2.0,26.24,36,24465,0.0,50,1424.31,26.0,11.62,23623.82,76,0.45,18.96,17835.97,DamageDamageTankSupportSupport,Genji,0
EMEA,S1,Playoffs,EMEA_S1_PO_UBF_M1,2025-03-08T20:30:08,3,Dorado,Escort,Virtuspro,50887,1053.68,0.0,287,4115.0,0.14,1413.14,0.0,7120.51,102,112,732.0,1375.98,582.96,1968.43,37098.67,1.3,0.73,28.31,0,0.73,31355,1.94,18.96,0.02,94.78,0.05,6681.86,533.66,1.0,59.78,82,27113,1.0,26,552.14,50.0,47.9,22859.059999999998,130,0.08,36.46,19766.46,DamageDamageTankSupportSupport,Kiriko,1
EMEA,S1,Playoffs,EMEA_S1_PO_UBF_M1,2025-03-08T20:30:08,4,Suravasa,Flash,Al qadsiah,54576,913.47,0.0,278,4215.0,0.12,2277.67,0.0,1666.7,68,153,277.0,1848.19,462.17999999999995,2589.7200000000003,38844.13,1.27,2.84,10.48,0,0.71,16667,1.69,34.17,0.04,69.75999999999999,0.04,3419.7,197.16,1.0,45.55,64,34197,4.0,48,961.34,35.0,16.88,11862.630000000001,98,0.09,24.91,24339.5,DamageDamageTankSupportSupport,Illari,0
EMEA,S1,Playoffs,EMEA_S1_PO_UBF_M1,2025-03-08T20:30:08,4,Suravasa,Flash,Virtuspro,57249,631.12,0.0,277,4215.0,0.35,1867.58,0.0,3562.57,73,150,364.0,1349.22,348.71,1846.66,40746.62,1.19,1.42,23.73,0,1.42,18596,1.51,24.91,0.04,100.36,0.08,4627.93,259.07,2.0,60.5,85,34136,2.0,35,725.73,46.0,36.95,13235.59,141,0.29000000000000004,32.74,24296.08,DamageDamageTankSupportSupport,Torbjorn,1
EMEA,S1,Playoffs,EMEA_S1_PO_UBSF_M1,2025-03-01T18:51:09,1,Samoa,Control,GenG,34044,781.86,1.2,294,2510.0,0.1,1893.69,1.0,1986.6,59,147,207.0,1890.52,408.15999999999997,2504.77,40690.04,0.97,0.0,11.57,0,1.2,9933,1.21,37.06,0.06,80.08,0.07,4933.8,247.41,1.0,49.0,41,24669,0.0,31,921.3199999999999,17.0,19.37,11872.11,67,0.17,20.32,29484.850000000002,DamageDamageTankSupportSupport,Illari,0
EMEA,S1,Playoffs,EMEA_S1_PO_UBSF_M1,2025-03-01T18:51:09,1,Samoa,Control,Virtuspro,39604,545.83,0.0,297,2510.0,0.0,1105.35,0.0,2086.45,62,141,255.0,1465.04,331.85,1948.84,47335.45,1.16,3.5999999999999996,31.95,0,0.0,10056,1.48,22.720000000000002,0.0,124.31,0.0,5807.28,304.78,0.0,56.18,47,21729,3.0,19,616.25,31.0,43.08,12019.11,104,0.0,37.05,25970.92,DamageDamageTankSupportSupport,Torbjorn,1
EMEA,S1,Playoffs,EMEA_S1_PO_UBSF_M1,2025-03-01T18:51:09,2,Suravasa,Flash,GenG,42114,1048.48,0.86,258,3480.0,0.0,1497.0500000000002,1.0,2565.19,100,142,338.0,1617.53,621.34,2126.5,36305.17,1.04,4.3,12.190000000000001,0,0.0,18750,1.33,34.480000000000004,0.0,82.75999999999999,0.0,3184.5600000000004,291.37,0.0,48.269999999999996,56,26407,5.0,40,712.24,27.0,19.16,16163.8,96,0.0,23.27,22764.66,DamageDamageTankSupportSupport,Baptiste,0
EMEA,S1,Playoffs,EMEA_S1_PO_UBSF_M1,2025-03-01T18:51:09,2,Suravasa,Flash,Virtuspro,45989,586.23,0.0,275,3480.0,0.2,1480.06,0.0,2425.0,81,144,238.0,1275.26,362.03999999999996,1712.23,39645.69,1.12,7.75,22.1,0,0.86,15151,1.46,24.99,0.03,108.62,0.03,4603.36,205.17,1.0,58.620000000000005,68,25917,9.0,29,642.76,40.0,33.49,13061.2,126,0.09,34.47,22342.239999999998,DamageDamageTankSupportSupport,Wrecking Ball,1
