region,stage,phase,match_id,match_date,team,player,Damage Dealt,Damage Mitigated/Eliminations,Environmental Kills/10m,Damage as percent of total output,Time Played,Solo Kills/Deaths Ratio,Healing Done/Eliminations,Environmental Kills,Damage Mitigated/Deaths,Damage Mitigated as percent of total output,Healing Done as percent of total output,Objective Time,Damage Dealt/(Eliminations + Assists),Damage Mitigated/(Eliminations + Assists),Damage Dealt/Eliminations,Damage Dealt/10m,Final Blows/(Eliminations + Assists),Multi Kills/10m,K/D Ratio,Solo Kills/Damage Dealt Ratio,Solo Kills/10m,Damage Mitigated,Final Blows/Eliminations,Deaths/10m,Solo Kills/(Eliminations + Assists) Ratio,Eliminations/10m,Solo Kills/Eliminations Ratio,Healing Done/Deaths,Objective Time/10m,Solo Kills,Assists/10m,Assists,Healing Done,Multi Kills,Deaths,Healing Done/(Eliminations + Assists),Final Blows,(Eliminations + Assists)/Deaths,Damage Mitigated/10m,Eliminations,Solo Kills/Final Blows Ratio,Final Blows/10m,Healing Done/10m,Role,Result
EMEA,S1,Playoffs,EMEA_S1_PO_GF_M1,2025-03-09T21:34:47,Al qadsiah,Checkmate,60383,597.03,0.0,512,3993.0,0.5,69.85,0.0,1144.3,76,12,381.0,3163.74,571.9200000000001,3290.66,53223.84,2.27,0.66,28.040000000000003,0,1.19,10112,2.35,40.4,0.03,124.38000000000001,0.03,184.12,329.77,1.0,3.75,5,1813,1.0,47,65.85,54.0,28.5,8531.19,139,0.1,47.300000000000004,1357.83,DamageDamageDamageDamageDamageDamage,1
EMEA,S1,Playoffs,EMEA_S1_PO_GF_M1,2025-03-09T21:34:47,Al qadsiah,Haku,28514,2215.27,0.66,163,3993.0,0.0,6115.51,1.0,2358.31,115,321,497.0,902.4100000000001,723.53,2589.36,25281.36,0.41000000000000003,0.0,12.44,0,0.0,21559,0.9199999999999999,49.57,0.0,83.2,0.0,6544.52,432.87,0.0,113.5,128,57117,0.0,56,2002.7,19.0,28.740000000000002,18659.13,94,0.0,15.93,50799.96,SupportSupportSupportSupportSupportSupport,1
EMEA,S1,Playoffs,EMEA_S1_PO_GF_M1,2025-03-09T21:34:47,Al qadsiah,LBBD7,66382,103.14,0.0,585,3993.0,0.2,4.55,0.0,174.54,15,1,314.0,3778.7200000000003,90.76,3860.53,57962.9,1.85,1.85,14.69,0,1.15,2269,1.9100000000000001,49.9,0.05,111.75,0.05,7.69,263.88,1.0,3.51,4,100,2.0,56,4.0,38.0,15.08,1752.12,125,0.14,33.47,77.22,DamageDamageDamageDamageDamageDamage,1
EMEA,S1,Playoffs,EMEA_S1_PO_GF_M1,2025-03-09T21:34:47,Al qadsiah,Landon,27346,0.0,0.0,155,3993.0,0.15,5968.51,0.0,0.0,0,445,319.0,970.8599999999999,0.0,1964.33,25010.449999999997,0.99,1.81,13.92,0,1.54,0,2.0700000000000003,44.86,0.07,88.26,0.14,10644.26,271.83,2.0,101.66,115,84206,2.0,51,3011.42,31.0,29.740000000000002,0.0,98,0.22,28.79,75537.19,SupportSupportSupportSupportSupportSupport,1
EMEA,S1,Playoffs,EMEA_S1_PO_GF_M1,2025-03-09T21:34:47,Al qadsiah,Ziyad,79199,2968.73,0.0,303,3993.0,0.0,935.04,0.0,10312.61,231,66,603.0,2741.26,1929.44,4242.389999999999,71529.96,1.49,6.16,26.53,0,0.0,58626,2.3,39.15,0.0,128.76,0.0,2530.15,533.31,0.0,71.32000000000001,80,17869,7.0,45,601.81,53.0,40.94,54281.56,142,0.0,49.519999999999996,15399.64,TankTankTankTankTankTank,1
EMEA,S1,Playoffs,EMEA_S1_PO_GF_M1,2025-03-09T21:34:47,Virtuspro,Fixa,34121,1190.83,1.54,188,3993.0,0.32,2529.54,2.0,4154.27,132,281,574.0,717.27,507.45,1607.19,29730.16,0.8300000000000001,4.26,23.37,0,2.34,24600,1.82,36.9,0.1,119.02,0.21000000000000002,8245.08,452.6,2.0,149.16,172,50533,5.0,41,1092.6399999999999,39.0,51.7,22165.6,138,0.5800000000000001,34.82,44988.009999999995,SupportSupportSupportSupportSupportSupport,1
EMEA,S1,Playoffs,EMEA_S1_PO_GF_M1,2025-03-09T21:34:47,Virtuspro,Galaa,31299,0.0,0.0,181,3993.0,0.0,3837.56,0.0,0.0,0,419,379.0,744.31,0.0,1661.79,27737.21,0.8,0.66,29.68,0,0.0,0,1.77,31.84,0.0,106.5,0.0,20238.69,319.55,0.0,139.1,162,75468,1.0,35,1684.84,33.0,70.63,0.0,124,0.0,30.68,67227.84,SupportSupportSupportSupportSupportSupport,1
EMEA,S1,Playoffs,EMEA_S1_PO_GF_M1,2025-03-09T21:34:47,Virtuspro,Jaewoo,67856,453.32,0.0,501,3993.0,0.1,49.08,0.0,3118.83,89,11,592.0,2498.3199999999997,426.29,2628.95,60167.56,2.12,4.87,44.16,0,0.77,12956,2.2199999999999998,33.04,0.02,148.69,0.03,409.2,524.65,1.0,7.92,10,1640,5.0,38,45.58,65.0,45.28,11176.06,170,0.08,54.44,1382.78,DamageDamageDamageDamageDamageDamage,1
EMEA,S1,Playoffs,EMEA_S1_PO_GF_M1,2025-03-09T21:34:47,Virtuspro,Shockwave,80831,31.88,0.0,593,3993.0,0.14,0.0,0.0,155.95,7,0,302.0,3593.3100000000004,31.88,3593.3100000000004,72906.78,2.27,3.49,25.79,0,0.77,1095,2.27,37.76,0.03,137.06,0.03,0.0,252.19,1.0,0.0,0,0,4.0,42,0.0,61.0,25.79,856.85,156,0.08,54.83,0.0,DamageDamageDamageDamageDamageDamage,1
EMEA,S1,Playoffs,EMEA_S1_PO_GF_M1,2025-03-09T21:34:47,Virtuspro,Vestola,79500,3201.2999999999997,0.0,286,3993.0,0.0,669.21,0.0,11300.0,251,64,1118.0,2040.8899999999999,2103.4700000000003,3260.04,69803.51,1.27,2.94,29.3,0,0.0,68897,1.97,36.12,0.0,142.78,0.0,3203.78,938.01,0.0,94.59,111,16521,4.0,40,407.44,50.0,49.41,62378.33,166,0.0,42.57,15073.05,TankTankTankTankTankTank,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBF_M1,2025-03-09T19:05:21,Al qadsiah,Checkmate,35510,257.79,0.0,243,2500.0,0.39999999999999997,16.01,0.0,943.92,53,4,248.0,1155.0900000000001,252.66000000000003,1178.8,25916.38,1.12,0.82,11.18,0,2.41,7801,1.15,18.14,0.12,67.36,0.12,60.78,169.82999999999998,3.0,1.81,3,547,1.0,25,15.74,36.0,11.52,5696.12,94,0.30000000000000004,25.6,400.18,DamageDamageDamage,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBF_M1,2025-03-09T19:05:21,Al qadsiah,Haku,18091,473.36,0.0,89,2500.0,0.17,1159.76,0.0,1551.6799999999998,59,152,389.0,318.76,219.03,682.0699999999999,13085.869999999999,0.4,1.42,10.27,0,0.82,12909,0.8400000000000001,17.490000000000002,0.02,57.49,0.05,3946.58,264.64,1.0,65.81,92,30984,2.0,24,541.47,22.0,21.95,9216.1,80,0.17,16.28,22266.77,SupportSupportSupport,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBF_M1,2025-03-09T19:05:21,Al qadsiah,LBBD7,42013,119.13,0.0,279,2500.0,0.14,17.06,0.0,284.08,19,3,285.0,1335.71,102.58,1405.63,30437.68,1.15,1.21,10.8,0,0.82,3693,1.21,19.009999999999998,0.04,65.58,0.04,40.69,189.65,1.0,3.02,5,529,2.0,27,14.69,36.0,11.19,2233.67,90,0.08,26.2,319.96,DamageDamageDamage,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBF_M1,2025-03-09T19:05:21,Al qadsiah,Landon,16371,0.0,0.0,70,2500.0,0.14,1988.3700000000001,0.0,0.0,0,230,241.0,295.7,0.0,607.46,11946.789999999999,0.42000000000000004,0.0,12.04,0,0.78,0,0.81,15.17,0.02,61.28,0.03,7721.24,171.71,1.0,60.760000000000005,84,53444,0.0,21,966.13,24.0,24.1,0.0,85,0.1,17.07,38959.19,SupportSupportSupport,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBF_M1,2025-03-09T19:05:21,Al qadsiah,Ziyad,46041,1293.36,0.0,143,2500.0,0.14,306.64,0.0,6004.45,128,30,326.0,883.83,784.99,1454.8899999999999,33973.97,0.5800000000000001,2.23,13.46,0,0.6,43280,0.94,16.11,0.02,70.03,0.03,1329.1799999999998,233.64,1.0,46.33,64,9298,3.0,22,187.66,30.0,22.13,30007.510000000002,97,0.1,21.97,7132.59,TankTankTank,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBF_M1,2025-03-09T19:05:21,The Ultimates,Faith,10534,336.26,0.0,63,1508.0,0.0,910.4100000000001,0.0,696.77,38,100,79.0,264.17,153.8,572.76,8374.96,0.2,0.0,3.9699999999999998,0,0.0,6766,0.43,15.11,0.0,30.089999999999996,0.0,1781.2,63.44,0.0,35.61,45,16989,0.0,19,419.35,9.0,8.66,5321.63,38,0.0,7.06,13482.68,SupportSupport,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBF_M1,2025-03-09T19:05:21,The Ultimates,Kai,44294,0.0,0.0,300,2500.0,0.43000000000000005,0.0,0.0,0.0,0,0,176.0,1635.15,0.0,1635.15,31743.34,1.38,0.0,8.9,0,3.0500000000000003,0,1.38,20.39,0.17,60.29,0.17,0.0,125.97999999999999,4.0,0.0,0,0,0.0,28,0.0,38.0,8.9,0.0,83,0.39,26.939999999999998,0.0,DamageDamageDamage,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBF_M1,2025-03-09T19:05:21,The Ultimates,Kevster,37303,264.09000000000003,0.0,253,2500.0,0.3,14.96,0.0,652.24,45,2,294.0,1332.52,244.16,1533.56,26948.1,1.25,0.0,7.370000000000001,0,2.2,6737,1.42,21.939999999999998,0.11,53.61,0.13,38.379999999999995,190.16000000000003,3.0,7.96,10,404,0.0,30,14.72,35.0,8.47,4950.04,74,0.26,25.509999999999998,282.17,DamageDamageDamage,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBF_M1,2025-03-09T19:05:21,The Ultimates,Ksaa,49960,1712.45,0.0,152,2500.0,0.0,589.0,0.0,3547.04,109,39,697.0,1413.86,1023.0899999999999,2362.55,36685.85,0.53,1.6,6.29,0,0.0,37492,0.88,22.490000000000002,0.0,47.37,0.0,1254.65,509.71,0.0,33.690000000000005,46,12111,2.0,31,351.73,19.0,10.65,26035.75,65,0.0,13.75,9459.49,TankTankTank,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBF_M1,2025-03-09T19:05:21,The Ultimates,Skai,16202,383.75,0.0,80,2500.0,0.0,2424.96,0.0,472.31,24,196,164.0,443.68,149.76,999.27,11811.51,0.33,0.0,5.18,0,0.0,6140,0.74,22.11,0.0,38.14,0.0,4119.18,114.03999999999999,0.0,47.489999999999995,66,39814,0.0,31,1079.3799999999999,11.0,11.559999999999999,3713.71,52,0.0,8.26,29158.67,SupportSupportSupport,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBF_M1,2025-03-09T19:05:21,The Ultimates,Twilight,6793,126.75,0.0,33,992.0,0.0,1043.92,0.0,126.75,7,60,42.0,251.59,56.33,566.08,4108.67,0.19,0.0,1.0,0,0.0,1521,0.42,7.26,0.0,7.26,0.0,1043.92,25.4,0.0,9.07,15,12527,0.0,12,463.96,5.0,2.25,919.96,12,0.0,3.02,7576.81,Support,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M1,2025-03-02T20:01:00,Team Peps,Eisgnom,57054,2119.94,0.0,190,3003.0,0.3,557.23,0.0,9187.54,174,36,764.0,1686.3899999999999,1423.93,2565.58,45009.75,1.06,2.56,18.2,0,2.4,52767,1.54,25.54,0.1,82.01,0.15000000000000002,1320.42,622.46,3.0,35.17,44,11035,3.0,32,354.25,41.0,26.18,41330.8,106,0.4,32.1,8721.32,TankTankTankTank,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M1,2025-03-02T20:01:00,Team Peps,Fdgod,23397,756.0400000000001,0.0,124,3003.0,0.0,2383.13,0.0,1962.58,67,208,426.0,552.8299999999999,301.33,1319.17,18790.760000000002,0.33999999999999997,0.0,14.52,0,0.0,13778,0.79,25.04,0.0,58.730000000000004,0.0,6502.78,355.09,0.0,82.08,105,39945,0.0,33,969.26,15.0,32.51,10496.619999999999,74,0.0,12.0,31709.13,SupportSupportSupportSupport,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M1,2025-03-02T20:01:00,Team Peps,Ken,40941,447.43,0.0,321,3003.0,0.53,20.69,0.0,1519.18,74,4,459.0,1717.06,438.06,1753.77,33060.3,2.06,1.0,12.85,0,3.48,9843,2.1,25.17,0.19,75.71,0.19,59.239999999999995,385.26,4.0,1.56,2,502,1.0,32,20.33,48.0,13.149999999999999,8366.68,95,0.32,39.42,389.65,DamageDamageDamageDamage,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M1,2025-03-02T20:01:00,Team Peps,Xeriongdh,20363,6.67,0.0,108,3003.0,0.0,3895.82,0.0,8.0,0,292,259.0,596.3,2.35,1536.1100000000001,16514.5,0.33999999999999997,0.0,11.09,0,0.0,40,0.91,24.68,0.0,49.77,0.0,9541.24,220.82,0.0,75.64999999999999,96,55748,0.0,32,1525.06,11.0,29.59,40.07,64,0.0,9.08,44129.7,SupportSupportSupportSupport,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M1,2025-03-02T20:01:00,Team Peps,Xzodyal,51137,0.0,0.0,400,3003.0,1.27,0.0,0.0,0.0,0,0,170.0,2156.29,0.0,2156.29,40537.759999999995,1.82,0.0,13.54,0,6.6,0,1.82,27.09,0.36,78.1,0.36,0.0,134.38,8.0,0.0,0,0,0.0,34,0.0,48.0,13.54,0.0,100,0.91,36.959999999999994,0.0,DamageDamageDamageDamage,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M1,2025-03-02T20:01:00,The Ultimates,Faith,12326,424.16,0.0,54,1671.0,0.0,888.9200000000001,0.0,1225.15,46,100,111.0,187.43,161.14,493.03999999999996,8920.29,0.16999999999999998,0.0,5.62,0,0.0,10604,0.44000000000000006,12.89,0.0,35.93,0.0,2538.28,80.41,0.0,59.55,83,22223,0.0,18,336.38,11.0,14.9,7670.46,50,0.0,7.97,16029.78,SupportSupport,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M1,2025-03-02T20:01:00,The Ultimates,Kai,46306,0.0,0.0,400,3003.0,0.0,0.0,0.0,0.0,0,0,173.0,2266.69,0.0,2266.69,37005.020000000004,1.37,0.0,11.64,0,0.0,0,1.37,27.97,0.0,80.0,0.0,0.0,136.69,0.0,0.0,0,0,0.0,35,0.0,32.0,11.64,0.0,102,0.0,25.2,0.0,DamageDamageDamageDamage,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M1,2025-03-02T20:01:00,The Ultimates,Kevster,50054,701.91,0.0,325,3003.0,0.28,52.02,0.0,1380.38,68,7,282.0,2454.9300000000003,701.91,2454.9300000000003,39565.34,2.1500000000000004,0.0,15.17,0,1.8199999999999998,10267,2.1500000000000004,24.1,0.16,85.23,0.16,160.51,217.34,2.0,0.0,0,1142,0.0,30,52.02,58.0,15.17,8490.3,109,0.28,45.4,890.88,DamageDamageDamageDamage,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M1,2025-03-02T20:01:00,The Ultimates,Ksaa,65926,1810.44,0.0,209,3003.0,0.47,857.9499999999999,0.0,6334.75,136,55,845.0,2199.92,1318.84,3064.48,52121.6,1.4300000000000002,0.0,15.25,0,2.52,44205,1.94,23.689999999999998,0.14,82.44,0.18,2553.95,689.49,3.0,36.050000000000004,47,16362,0.0,30,609.3199999999999,47.0,21.81,34399.54,107,0.31,36.5,13551.2,TankTankTankTank,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M1,2025-03-02T20:01:00,The Ultimates,Skai,16721,0.0,0.0,88,3003.0,0.0,4738.7,0.0,0.0,0,312,126.0,500.96999999999997,0.0,1326.65,13017.22,0.23,0.74,8.649999999999999,0,0.0,0,0.6000000000000001,27.87,0.0,52.8,0.0,6970.5599999999995,97.77000000000001,0.0,77.88,100,56813,1.0,35,1798.63,10.0,21.03,0.0,67,0.0,7.609999999999999,45084.64,SupportSupportSupportSupport,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M1,2025-03-02T20:01:00,The Ultimates,Twilight,8581,516.9300000000001,0.0,63,1332.0,0.0,2703.93,0.0,551.14,23,115,56.0,522.61,181.98000000000002,1524.95,7737.98,0.25,0.0,3.11,0,0.0,3133,0.61,13.01,0.0,14.29,0.0,2625.5,49.14,0.0,20.39,22,15633,0.0,15,935.6500000000001,5.0,7.18,2871.06,15,0.0,4.83,14182.64,SupportSupport,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M2,2025-03-02T18:22:54,GenG,Crispy,6754,1773.67,0.0,53,1589.0,0.0,6898.67,0.0,532.1,33,214,75.0,894.11,760.14,2109.16,7081.58,0.36,0.0,1.72,0,0.0,5321,0.91,21.88,0.0,11.75,0.0,4011.08,77.28,0.0,18.54,15,22897,0.0,20,2789.66,3.0,4.53,4837.27,10,0.0,3.53,27197.379999999997,SupportSupportSupport,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M2,2025-03-02T18:22:54,GenG,Khenail,7947,909.5,0.0,86,1589.0,0.0,4190.65,0.0,543.07,45,168,48.0,986.25,528.1800000000001,2137.72,9003.03,0.9099999999999999,0.0,1.5,0,0.0,3920,1.7200000000000002,28.35,0.0,14.44,0.0,1904.0900000000001,60.51,0.0,13.49,12,16305,0.0,25,2059.2200000000003,7.0,3.02,5320.43,12,0.0,9.09,18137.2,SupportSupportSupport,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M2,2025-03-02T18:22:54,GenG,Mag,28317,6375.1,0.0,158,1589.0,0.0,979.35,0.0,3204.3999999999996,117,24,248.0,5894.84,5587.33,7444.32,32871.86,1.12,0.0,2.1,0,0.0,22190,1.37,22.2,0.0,14.69,0.0,783.0,268.84000000000003,0.0,6.71,5,4065,0.0,20,675.9200000000001,5.0,3.1,23841.11,12,0.0,5.59,5003.49,TankTankTank,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M2,2025-03-02T18:22:54,GenG,Sauna,18398,0.0,0.0,300,1589.0,0.0,0.0,0.0,0.0,0,0,75.0,3998.5,0.0,3998.5,20875.41,0.8300000000000001,0.0,1.93,0,0.0,0,0.8300000000000001,25.86,0.0,15.940000000000001,0.0,0.0,86.34,0.0,0.0,0,0,0.0,22,0.0,4.0,1.93,0.0,14,0.0,4.12,0.0,DamageDamageDamage,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M2,2025-03-02T18:22:54,GenG,Topdragon,18471,269.4,0.0,266,1589.0,0.14,95.84,0.0,188.57,25,10,56.0,2735.73,269.4,2735.73,20701.8,1.1600000000000001,0.0,3.16,0,0.91,1464,1.1600000000000001,23.88,0.12,22.68,0.12,100.85,65.35,1.0,0.0,0,651,0.0,20,95.84,8.0,3.16,1977.7599999999998,20,0.2,8.64,720.11,DamageDamageDamage,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M2,2025-03-02T18:22:54,Twisted Minds,FunnyAstro,6959,214.22,0.0,47,1589.0,0.0,2567.6800000000003,0.0,3856.0,20,233,266.0,183.49,78.69,491.23,7302.379999999999,0.22,0.0,33.0,0,0.0,3856,0.5800000000000001,3.85,0.0,42.59,0.0,27000.0,253.31,0.0,70.97,64,30551,0.0,3,953.69,8.0,89.5,3505.45,38,0.0,8.64,34788.78,SupportSupportSupport,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M2,2025-03-02T18:22:54,Twisted Minds,Hadi,19523,465.28,0.0,123,929.0,0.0,190.29,0.0,6417.5,55,23,135.0,627.81,282.33,1033.1299999999999,25428.55,0.44,2.3,27.5,0,0.0,8828,0.73,3.7699999999999996,0.0,49.18,0.0,2734.0,176.51999999999998,0.0,31.98,25,3543,2.0,3,116.24,14.0,45.0,11444.67,38,0.0,18.03,4694.22,TankTank,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M2,2025-03-02T18:22:54,Twisted Minds,Irony,11529,513.9300000000001,0.0,88,1589.0,1.0,1183.1,0.0,4321.83,61,151,126.0,312.27,217.89000000000001,695.62,12536.599999999999,0.43000000000000005,0.0,30.67,0,1.47,7150,0.96,6.5,0.03,58.47,0.06,10247.83,137.71,1.0,68.67,59,19328,0.0,6,529.05,15.0,66.0,8581.300000000001,50,0.14,18.779999999999998,21367.45,SupportSupportSupport,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M2,2025-03-02T18:22:54,Twisted Minds,Quartz,25780,0.0,0.0,300,1589.0,0.67,0.0,0.0,0.0,0,0,42.0,1176.06,0.0,1225.17,29590.19,1.1099999999999999,0.0,24.34,0,1.82,0,1.17,9.120000000000001,0.08,73.35,0.09,0.0,51.44,2.0,2.73,3,0,0.0,8,0.0,25.0,25.34,0.0,63,0.17,28.11,0.0,DamageDamageDamage,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M2,2025-03-02T18:22:54,Twisted Minds,Seicoe,22573,20.35,0.0,290,1589.0,0.0,13.78,0.0,468.0,6,4,152.0,860.02,19.5,914.87,25881.57,1.15,0.0,49.0,0,0.0,468,1.22,5.91,0.0,84.99,0.0,317.0,163.07,0.0,5.5600000000000005,4,317,0.0,5,13.21,30.0,51.5,538.96,75,0.0,34.43,365.07,DamageDamageDamage,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBQF_M2,2025-03-02T18:22:54,Twisted Minds,Tvnt,10098,416.76,0.0,45,660.0,0.5,10.21,0.0,6043.0,54,1,129.0,240.43,287.76,348.21,9180.0,0.33,0.0,14.5,0,0.91,12086,0.48,1.82,0.02,26.36,0.03,148.0,117.27,1.0,11.82,13,296,0.0,2,7.05,14.0,21.0,10987.27,29,0.07,12.73,269.09,Tank,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBSF_M1,2025-03-08T19:00:28,The Ultimates,Faith,10049,1185.32,0.0,61,1948.0,0.0,2254.57,0.0,2333.6,87,153,55.0,327.76,452.11,870.86,9633.25,0.37,0.0,6.13,0,0.0,14773,0.97,17.77,0.0,37.43,0.0,4107.15,49.019999999999996,0.0,60.730000000000004,61,25455,0.0,19,848.0,12.0,16.15,14130.74,38,0.0,11.18,23892.7,SupportSupportSupport,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBSF_M1,2025-03-08T19:00:28,The Ultimates,Kai,30899,0.0,0.0,300,1948.0,0.0,0.0,0.0,0.0,0,0,43.0,1417.0800000000002,0.0,1417.0800000000002,28571.41,1.1199999999999999,0.83,13.98,0,0.0,0,1.1199999999999999,14.01,0.0,64.21000000000001,0.0,0.0,37.82,0.0,0.0,0,0,1.0,15,0.0,27.0,13.98,0.0,68,0.0,23.91,0.0,DamageDamageDamage,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBSF_M1,2025-03-08T19:00:28,The Ultimates,Kevster,31151,116.39,0.0,285,1948.0,0.37,6.6,0.0,365.33,14,1,76.0,1364.1100000000001,115.72999999999999,1548.27,29539.32,1.05,0.0,19.4,0,1.63,1812,1.21,11.469999999999999,0.09000000000000001,63.56,0.11000000000000001,16.5,65.31,2.0,16.61,19,99,0.0,13,6.6,25.0,23.8,1537.3999999999999,65,0.22999999999999998,24.009999999999998,79.09,DamageDamageDamage,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBSF_M1,2025-03-08T19:00:28,The Ultimates,Ksaa,33991,1667.9199999999998,0.83,142,1948.0,0.0,343.5,1.0,6156.0,127,32,290.0,1165.35,1177.27,1717.68,32869.0,0.7899999999999999,1.66,11.69,0,0.0,31668,1.1400000000000001,14.86,0.0,58.03,0.0,1414.79,252.31,0.0,30.770000000000003,32,7273,2.0,16,217.01,22.0,17.61,28679.99,60,0.0,21.060000000000002,7476.25,TankTankTank,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBSF_M1,2025-03-08T19:00:28,The Ultimates,Skai,8292,0.0,0.0,48,1197.0,0.25,1266.22,0.0,0.0,0,152,35.0,199.73000000000002,0.0,400.98,8348.4,0.22,0.0,11.75,0,0.83,0,0.41000000000000003,7.12,0.02,41.91,0.04,7438.67,33.400000000000006,1.0,41.8,43,25965,0.0,7,635.97,8.0,23.67,0.0,41,0.33,8.84,26531.57,SupportSupport,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBSF_M1,2025-03-08T19:00:28,The Ultimates,Twilight,4928,121.8,0.0,28,751.0,0.0,1141.5,0.0,304.5,7,65,106.0,189.54,46.85,492.8,3937.15,0.0,0.0,2.5,0,0.0,1218,0.0,3.2,0.0,7.99,0.0,2853.75,84.69,0.0,12.78,16,11415,0.0,4,439.04,0.0,6.5,973.1,10,0.0,0.0,9119.84,Support,1
EMEA,S1,Playoffs,EMEA_S1_PO_LBSF_M1,2025-03-08T19:00:28,Twisted Minds,FunnyAstro,11327,728.8900000000001,0.0,73,1948.0,0.0,2883.73,0.0,1295.58,42,184,149.0,425.77,258.59,1090.0700000000002,10782.51,0.30000000000000004,0.0,5.3100000000000005,0,0.0,6560,0.69,17.32,0.0,30.22,0.0,4834.78,125.05000000000001,0.0,45.42,48,30800,0.0,19,1125.6799999999998,8.0,13.58,6387.17,32,0.0,7.4799999999999995,27576.370000000003,SupportSupportSupport,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBSF_M1,2025-03-08T19:00:28,Twisted Minds,Hadi,21765,1029.8,0.0,105,1197.0,0.0,436.26,0.0,1746.04,67,28,56.0,790.0999999999999,508.24,1580.3899999999999,22161.41,0.24,0.83,3.46,0,0.0,13743,0.47,16.35,0.0,28.05,0.0,733.38,51.22,0.0,28.12,27,5703,1.0,16,213.53,7.0,6.87,14434.36,28,0.0,6.68,6113.08,TankTank,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBSF_M1,2025-03-08T19:00:28,Twisted Minds,Irony,13254,407.35,0.0,87,1948.0,0.0,2553.49,0.0,701.75,32,182,61.0,543.9000000000001,149.21,1280.19,12458.880000000001,0.37,1.27,6.62,0,0.0,4765,0.85,16.18,0.0,36.22,0.0,5475.55,52.370000000000005,0.0,40.86,45,27238,1.0,17,1102.47,9.0,14.55,3919.13,36,0.0,8.67,26052.52,SupportSupportSupport,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBSF_M1,2025-03-08T19:00:28,Twisted Minds,Quartz,31479,0.0,0.0,300,1948.0,0.12,0.0,0.0,0.0,0,0,30.0,2124.4500000000003,0.0,2124.4500000000003,29428.059999999998,1.15,1.27,6.67,0,0.83,0,1.15,19.84,0.04,43.76,0.04,0.0,25.689999999999998,1.0,0.0,0,0,1.0,21,0.0,19.0,6.67,0.0,48,0.11,16.38,0.0,DamageDamageDamage,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBSF_M1,2025-03-08T19:00:28,Twisted Minds,Seicoe,30982,173.89,1.27,283,1948.0,0.5,2.89,1.0,284.83000000000004,17,0,85.0,2177.22,164.29000000000002,2484.11,29493.63,1.15,2.1,5.75,0,2.87,1709,1.35,19.04,0.29000000000000004,37.34,0.30000000000000004,4.33,73.52,3.0,7.949999999999999,8,26,2.0,20,2.89,18.0,6.88,1637.39,39,0.81,17.92,20.77,DamageDamageDamage,0
EMEA,S1,Playoffs,EMEA_S1_PO_LBSF_M1,2025-03-08T19:00:28,Twisted Minds,Tvnt,11666,953.17,0.0,40,751.0,0.5,3.67,0.0,4289.25,59,0,71.0,555.52,817.0,648.11,9320.37,0.52,0.0,4.5,0,1.6,17157,0.61,3.2,0.1,14.38,0.11,16.5,56.72,2.0,2.4,3,66,0.0,4,3.14,11.0,5.25,13707.32,18,0.18,8.79,52.73,Tank,0
