region,stage,phase,match_id,match_date,team,Damage Dealt,Damage Mitigated/Eliminations,Environmental Kills/10m,Damage as percent of total output,Time Played,Solo Kills/Deaths Ratio,Healing Done/Eliminations,Environmental Kills,Damage Mitigated/Deaths,Damage Mitigated as percent of total output,Healing Done as percent of total output,Objective Time,Damage Dealt/(Eliminations + Assists),Damage Mitigated/(Eliminations + Assists),Damage Dealt/Eliminations,Damage Dealt/10m,Final Blows/(Eliminations + Assists),Multi Kills/10m,K/D Ratio,Solo Kills/Damage Dealt Ratio,Solo Kills/10m,Damage Mitigated,Final Blows/Eliminations,Deaths/10m,Solo Kills/(Eliminations + Assists) Ratio,Eliminations/10m,Solo Kills/Eliminations Ratio,Healing Done/Deaths,Objective Time/10m,Solo Kills,Assists/10m,Assists,Healing Done,Multi Kills,Deaths,Healing Done/(Eliminations + Assists),Final Blows,(Eliminations + Assists)/Deaths,Damage Mitigated/10m,Eliminations,Solo Kills/Final Blows Ratio,Final Blows/10m,Healing Done/10m,Role,Result
EMEA,S3,Round Robin,EMEA_S3_RR_W4_D2_M2,2025-09-28T18:36:06,Twisted Minds,125558,1424.61,0.0,982,9505.0,5.87,4638.24,0.0,5275.18,139,379,719.0,4859.37,1024.1200000000001,6755.03,122111.07,4.35,7.65,93.91,0,17.28,25534,5.4,52.400000000000006,0.6,290.6,0.74,21180.59,683.0,16.0,124.17,121,58566,7.0,59,1923.98,109.0,139.88,23490.01,283,1.78,111.97,57310.119999999995,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Playoffs,NA_S1_PO_GF_M1,2025-03-10T02:05:27,NTMR,236276,4977.74,1.3,1841,20135.0,3.81,7914.14,2.0,14331.22,455,703,1515.0,10600.55,4010.15,14120.01,210623.9,9.81,1.07,79.83,0,21.01,93177,12.43,192.04,1.02,465.26,1.16,15197.880000000001,1334.39,21.0,202.16,225,97389,1.0,216,3455.64,218.0,116.2,83548.55,516,2.52,198.83,86801.8,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Playoffs,NA_S1_PO_GF_M1,2025-03-10T02:05:27,SpaceStation,225349,4154.74,2.98,1887,20135.0,2.36,8247.48,3.0,13800.130000000001,410,702,2077.0,10008.84,3242.2599999999998,12810.58,200807.54,8.97,0.0,95.26,0,13.14,74718,10.97,200.13,0.6799999999999999,488.61,0.76,12792.16,1821.56,15.0,196.61,222,100869,0.0,220,3653.09,211.0,127.08,67080.0,554,1.9200000000000002,187.35,88207.15,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Playoffs,NA_S1_PO_LBF_M1,2025-03-09T23:27:24,NTMR,163344,3517.37,7.64,1538,13720.0,3.54,5751.08,6.0,15419.91,376,585,1082.0,7687.0599999999995,2655.95,9870.48,180457.61,7.2,0.95,127.42,0,13.73,59710,8.64,127.21,0.67,456.58,0.73,17814.04,1187.33,13.0,181.96,162,69325,1.0,121,2669.2400000000002,150.0,172.02,65883.97,409,2.52,166.44,77535.14,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Playoffs,NA_S1_PO_LBF_M1,2025-03-09T23:27:24,Team Liquid,140170,3932.3500000000004,0.95,1492,13720.0,1.9100000000000001,8333.97,1.0,6559.3,308,698,892.0,10226.97,2964.36,12753.51,153935.08000000002,6.84,0.0,55.44,0,10.42,39888,9.0,178.25,0.6,336.94,0.74,13107.52,975.4100000000001,10.0,172.53,165,77024,0.0,160,3886.19,120.0,84.1,44412.66,319,2.0300000000000002,126.25,84364.54000000001,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Playoffs,NA_S1_PO_LBQF_M1,2025-03-02T21:21:08,Avidity,115418,9407.94,0.0,1188,9140.0,0.6,13166.71,0.0,7343.12,322,490,697.0,10823.789999999999,4284.36,18145.49,151982.53,5.08,1.98,30.82,0,4.49,46016,6.89,195.63,0.21,222.9,0.32,9483.15,944.35,4.0,125.53,104,60159,2.0,141,4666.29,72.0,47.51,61541.119999999995,189,0.5900000000000001,85.14,76565.22,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Playoffs,NA_S1_PO_LBQF_M1,2025-03-02T21:21:08,Timeless,129607,1388.23,1.23,1257,9140.0,3.5500000000000003,4286.87,1.0,12193.17,190,550,995.0,4630.2300000000005,841.32,6659.8099999999995,171403.39,4.8,18.66,219.73,0,12.219999999999999,27979,6.61,85.17,0.32,566.02,0.49,31083.24,1236.42,9.0,290.65,211,65828,13.0,72,1922.5,139.0,320.87,37982.42,407,1.57,192.9,89649.39,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Playoffs,NA_S1_PO_LBQF_M2,2025-03-02T22:30:51,NTMR,129135,2479.4300000000003,0.71,876,10940.0,2.58,3186.69,1.0,13384.88,268,359,878.0,4237.36,1848.72,5541.94,106127.57,4.44,8.040000000000001,85.64,0,9.5,54283,5.45,70.73,0.39,306.85,0.4,11605.439999999999,688.4200000000001,11.0,141.05,154,56561,8.0,88,1504.1599999999999,132.0,126.21,43947.52,345,0.95,115.47,47563.159999999996,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Playoffs,NA_S1_PO_LBQF_M2,2025-03-02T22:30:51,Rad,111277,3053.3,0.71,870,10940.0,0.7999999999999999,7912.89,1.0,5269.66,226,404,864.0,5656.35,2276.6800000000003,7805.66,90101.36,4.09,0.71,25.77,0,5.56,42883,5.04,116.18,0.31,179.14,0.34,7186.4400000000005,654.97,7.0,79.77,101,63346,1.0,133,3075.18,87.0,37.59,34599.34,222,0.95,70.02,51389.2,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S1,Playoffs,NA_S1_PO_LBSF_M1,2025-03-08T22:05:28,NTMR,178026,3953.77,1.11,1270,14130.0,3.86,4303.59,1.0,12227.16,300,433,1507.0,7200.76,3037.96,9113.46,149633.86,5.75,0.0,88.0,0,12.459999999999999,67981,7.2700000000000005,90.2,0.5900000000000001,342.23,0.64,15317.29,1315.78,14.0,132.06,158,65861,0.0,107,2061.68,150.0,121.65,58853.77,404,1.54,127.25,55972.600000000006,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Playoffs,NA_S1_PO_LBSF_M1,2025-03-08T22:05:28,Timeless,137017,3452.0299999999997,0.0,1254,14130.0,1.32,8366.76,0.0,4464.77,216,529,1390.0,7934.38,2729.95,10771.01,115507.8,6.0200000000000005,0.0,38.65,0,7.779999999999999,39002,7.53,129.07,0.47000000000000003,231.18,0.71,11626.22,1154.78,9.0,106.69,130,85265,0.0,152,3798.07,105.0,56.39,31328.66,277,2.5,88.71,70166.51000000001,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Playoffs,NA_S1_PO_UBF_M1,2025-03-08T23:50:49,SpaceStation,216254,5665.55,0.66,1489,17210.0,2.1,7833.75,1.0,18030.59,418,590,1870.0,9225.58,4014.74,11791.63,186002.87,7.34,7.21,87.74,0,10.940000000000001,94096,9.06,137.69,0.6799999999999999,410.28,0.8,18240.36,1612.35,12.0,187.26,225,104092,10.0,169,3556.16,170.0,129.38,81101.35,469,1.3,149.41,87128.04,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Playoffs,NA_S1_PO_UBF_M1,2025-03-08T23:50:49,Team Liquid,202202,5341.219999999999,0.0,1541,17210.0,2.4699999999999998,11208.01,0.0,10202.94,318,641,1826.0,9832.32,2558.2799999999997,13717.06,169590.29,7.43,7.23,69.17,0,12.67,58830,9.29,150.09,0.61,354.8,0.76,16623.57,1529.01,15.0,191.81,237,107487,8.0,171,4237.98,167.0,105.68,51361.159999999996,442,1.75,136.09,92289.84999999999,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Playoffs,NA_S1_PO_UBSF_M1,2025-03-01T21:08:04,SpaceStation,134593,1825.05,0.0,877,8275.0,1.93,4026.9300000000003,0.0,13599.9,191,434,811.0,4336.17,944.85,5922.35,146942.66,3.54,12.1,112.49,0,6.79,36535,4.62,58.5,0.18,355.62,0.27,31203.99,892.47,6.0,212.86,193,69836,11.0,56,1806.85,104.0,197.16,38726.18,321,0.7,116.15,77191.23999999999,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Playoffs,NA_S1_PO_UBSF_M1,2025-03-01T21:08:04,Timeless,112145,6470.97,0.0,848,8275.0,0.4,11658.55,0.0,5320.42,197,454,1134.0,8939.31,2503.31,14802.09,122996.11,3.6999999999999997,2.91,21.14,0,2.9,36815,4.78,117.59,0.16,157.13,0.22000000000000003,11552.57,1179.56,3.0,115.58,109,78679,3.0,105,4198.33,55.0,37.03,40493.89,152,0.55,57.55,85358.27,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S1,Playoffs,NA_S1_PO_UBSF_M2,2025-03-01T22:31:42,NTMR,159572,4216.71,0.0,1200,13840.0,0.84,6166.9400000000005,0.0,10275.15,309,492,1178.0,8269.08,3229.57,10505.77,141181.85,5.75,0.0,52.32,0,5.84,67461,7.17,112.88,0.39,269.45,0.43,13919.58,955.08,7.0,110.05,126,79403,0.0,128,3101.98,117.0,73.99,57753.06,316,1.28,100.03,71328.28,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Playoffs,NA_S1_PO_UBSF_M2,2025-03-01T22:31:42,Team Liquid,155657,2984.96,0.0,1189,13840.0,0.7,6240.81,0.0,11600.289999999999,273,537,1652.0,6185.24,2058.08,8378.48,137697.89,4.91,2.85,69.92,0,3.6100000000000003,55865,6.53,100.06,0.19,332.39,0.19,17029.26,1429.43,4.0,180.16,201,82810,3.0,117,2828.0,127.0,110.53,48164.87,373,0.37000000000000005,111.8,74510.36,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W1_D1_M1,2025-01-31T23:22:34,Team Liquid,177631,2489.52,0.0,874,15670.0,0.63,6398.18,0.0,5554.79,240,385,1927.0,4884.7300000000005,1785.53,6800.82,101109.85,4.3,0.61,37.55,0,4.15,61174,5.28,94.61,0.19,233.78,0.28,10130.75,1082.28,7.0,100.32,179,100433,1.0,167,2508.7999999999997,158.0,53.96,35487.0,421,0.79,88.69,57711.08,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S1,Round Robin,NA_S1_RR_W1_D1_M1,2025-01-31T23:22:34,Timeless,189199,2086.2799999999997,0.0,939,15670.0,0.89,3508.71,0.0,6612.06,221,340,1764.0,4734.94,1598.13,6307.66,108438.49,4.08,2.44,47.19,0,5.9,63994,5.07,88.69,0.23,261.23,0.29,8264.06,999.8,11.0,105.42,185,85955,5.0,158,1757.57,166.0,64.43,36065.04,461,0.9,94.11,49091.34,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W1_D1_M2,2025-02-01T00:54:46,NTMR,118524,7848.45,0.0,1175,10270.0,1.28,15477.5,0.0,6233.96,324,503,1048.0,14159.1,6830.139999999999,16681.01,136997.88,6.79,2.14,32.1,0,8.67,44929,7.92,153.05,0.8800000000000001,216.71,0.8900000000000001,11455.83,1171.89,7.0,88.08,85,59811,2.0,130,12799.56,78.0,45.46,52049.71,206,2.08,83.55,70893.65,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W1_D1_M2,2025-02-01T00:54:46,SpaceStation,130645,1937.6399999999999,0.0,1227,10270.0,4.13,4769.46,0.0,20843.57,245,526,1055.0,5234.73,1307.12,7151.94,153781.08,5.24,0.89,147.01,0,11.91,39301,6.85,83.55,0.41000000000000003,429.2,0.5700000000000001,26009.81,1181.5900000000001,10.0,206.53,173,68414,1.0,78,2224.24,130.0,217.21,45613.880000000005,369,1.78,153.07,80281.35,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W1_D2_M1,2025-02-01T22:39:06,Amplify,158018,2429.81,0.0,1211,13910.0,0.64,7754.68,0.0,4596.48,231,558,1903.0,6406.05,1678.6299999999999,9609.99,130757.76999999999,4.78,4.9399999999999995,39.7,0,5.6499999999999995,43296,6.68,172.48,0.27,305.86,0.32,9101.77,1411.67,7.0,175.81,230,89636,8.0,187,3176.84,140.0,61.95,36415.58,403,0.6,106.37,74594.52,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W1_D2_M1,2025-02-01T22:39:06,Avidity,179028,2116.41,0.0,1250,13910.0,3.16,3534.86,0.0,16781.239999999998,285,466,1832.0,5089.14,1614.33,6485.18,152717.01,5.75,11.04,131.72,0,11.78,63597,7.12,106.91,0.39999999999999997,480.75,0.5,13634.0,1413.24,13.0,210.75,218,81115,10.0,141,1739.48,187.0,184.42,56390.89,516,1.17,172.5,68513.48999999999,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W1_D2_M2,2025-02-01T23:41:35,Rad,101476,1473.28,0.0,890,9180.0,4.91,3928.81,0.0,20826.66,216,394,875.0,3337.9700000000003,921.12,4420.28,98669.34,4.37,0.72,156.05,0,11.68,34939,5.4,39.17,0.46,329.94,0.48,32547.3,834.1,12.0,174.71,178,60673,1.0,41,1547.01,127.0,262.21000000000004,32162.53,331,1.1400000000000001,127.88,59303.96,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W1_D2_M2,2025-02-01T23:41:35,Shikigami,91063,4402.76,0.0,935,9180.0,0.28,9057.18,0.0,3757.54,214,351,719.0,9987.03,3272.53,13623.210000000001,86756.72,4.63,0.0,11.68,0,2.84,34367,5.46,129.64000000000001,0.28,99.07000000000001,0.29000000000000004,5235.98,721.98,3.0,47.21,49,43660,0.0,129,3490.76,40.0,17.65,31428.66,103,0.39999999999999997,38.44,41239.47,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S1,Round Robin,NA_S1_RR_W1_D2_M3,2025-02-02T01:29:02,NTMR,210815,4565.7,0.76,1501,18835.0,1.44,7830.23,1.0,9969.67,378,620,2093.0,9603.72,3548.71,12313.46,167972.09,7.34,2.29,68.17,0,8.75,77152,9.19,152.6,0.5,368.56,0.56,19245.08,1626.98,11.0,161.06,197,113572,3.0,191,3637.4700000000003,171.0,102.36,60000.55,448,1.52,140.15,90100.2,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W1_D2_M3,2025-02-02T01:29:02,Timeless,211968,3003.65,0.0,1564,18835.0,1.4200000000000002,5933.88,0.0,11522.25,338,601,2103.0,7726.64,2382.7,9915.06,168840.1,6.84,1.77,102.77,0,6.06,66678,8.51,140.89000000000001,0.26,437.06,0.32,25498.47,1605.34,8.0,178.69,220,110472,3.0,172,3002.12,191.0,163.84,50823.41,543,1.06,152.66,86927.86,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W1_D3_M1,2025-02-02T22:14:33,Amplify,184376,2804.79,0.78,1181,14380.0,0.9400000000000001,8732.86,1.0,7890.69,241,578,1523.0,6732.48,1744.02,9870.27,154548.53,4.64,4.93,50.49,0,5.78,54155,6.45,135.35,0.27,315.46999999999997,0.32,14997.26,1276.06,7.0,197.63,240,116026,6.0,162,3651.26,128.0,82.08,45480.61,380,0.69,105.78,97674.95999999999,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W1_D3_M1,2025-02-02T22:14:33,Shikigami,198894,3008.33,2.41,1165,14380.0,1.3900000000000001,5491.13,3.0,9864.51,310,525,1682.0,6344.8099999999995,1939.8,8659.07,167505.27,5.04,13.5,80.07,0,7.02,69168,6.7,106.55,0.3,382.79,0.38,21571.059999999998,1429.77,9.0,207.39,245,107098,17.0,129,2562.58,158.0,127.92,57364.7,456,0.9500000000000001,132.16,90065.28,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W1_D3_M2,2025-02-02T23:44:18,SpaceStation,194628,4951.64,0.0,1492,16090.0,1.31,10723.03,0.0,20899.420000000002,368,638,1306.0,10998.4,3594.42,14952.61,181155.29,6.85,1.6800000000000002,148.29,0,4.08,74346,8.85,111.76,0.26,367.35,0.26,42912.95,1099.89,4.0,171.68,167,106146,3.0,143,4880.2300000000005,129.0,223.41,63394.74,351,0.34,133.25,102588.86,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W1_D3_M2,2025-02-02T23:44:18,Team Liquid,193115,8311.19,1.02,1577,16090.0,1.37,11775.93,1.0,14393.18,346,576,1488.0,21779.51,6736.53,26145.56,175547.43,6.01,3.94,95.05,0,5.82,55980,7.29,133.24,0.27,322.49,0.32,21237.99,1289.42,8.0,171.88,221,86891,7.0,129,5572.33,141.0,151.63,53094.71,410,0.68,109.72,79463.9,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W2_D1_M1,2025-02-07T22:34:11,Shikigami,96424,8759.48,1.53,814,8295.0,0.36,15395.7,1.0,7208.47,282,406,663.0,10518.880000000001,5279.63,16172.15,107321.28,3.69,0.93,17.27,0,2.85,46646,4.91,116.75,0.45,120.43,0.49,9706.130000000001,689.55,3.0,73.0,65,58750,1.0,104,4866.219999999999,40.0,28.07,50086.39,109,0.99,43.65,64738.77,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S1,Round Robin,NA_S1_RR_W2_D1_M1,2025-02-07T22:34:11,Timeless,112993,1471.8,4.029999999999999,918,8295.0,3.5300000000000002,3426.3900000000003,3.0,20932.33,206,376,1020.0,4372.65,1066.52,5583.8,125468.59,3.85,10.73,159.81,0,7.26,32306,4.94,45.17,0.28,344.7,0.38,36895.67,1026.32,7.0,153.2,132,61356,7.0,41,1740.0,101.0,239.62,35460.44,305,0.9299999999999999,112.73,68994.52,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W2_D1_M2,2025-02-07T23:49:34,Amplify,107181,8788.44,1.3,1094,10370.0,0.59,32908.520000000004,2.0,6463.57,321,582,829.0,18395.71,6603.32,25611.21,118397.95,5.17,1.3,23.39,0,3.82,41185,6.14,157.4,0.52,150.56,0.53,12043.9,1029.1399999999999,3.0,95.42999999999999,105,75172,2.0,127,13316.76,55.0,36.78,45157.88,175,0.81,49.82,86674.63,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W2_D1_M2,2025-02-07T23:49:34,SpaceStation,145096,3286.01,1.43,1248,10370.0,2.8,4537.84,1.0,24457.239999999998,302,450,638.0,6321.39,2388.85,8325.98,170809.21,5.29,15.629999999999999,220.11,0,9.129999999999999,54554,6.7,51.79,0.37,468.95,0.53,37355.58,720.78,9.0,193.81,155,63469,12.0,58,2219.67,124.0,322.25,56810.21,375,1.6600000000000001,153.1,71250.32,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W2_D2_M1,2025-02-08T21:03:07,Amplify,112010,2406.88,0.0,846,10515.0,1.02,6347.58,0.0,3730.13,213,442,1240.0,5066.33,1807.69,6748.22,95774.91,3.89,0.87,26.28,0,9.06,34377,4.8500000000000005,133.8,0.47000000000000003,220.15,0.55,6959.37,918.27,11.0,118.95,149,70259,1.0,151,2853.3,94.0,40.96,31590.4,272,1.13,75.92,60366.68,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S1,Round Robin,NA_S1_RR_W2_D2_M1,2025-02-08T21:03:07,NTMR,148931,1759.04,3.15,926,10515.0,2.16,2658.4500000000003,3.0,9339.01,236,341,1181.0,3914.14,1318.18,5192.32,129577.5,3.98,5.83,78.96,0,9.6,53465,5.05,77.35,0.28,366.75,0.36000000000000004,10487.08,897.49,11.0,156.5,177,56806,7.0,95,1305.6999999999998,148.0,114.0,42420.25,416,1.01,130.65,48748.75,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W2_D2_M2,2025-02-08T22:22:00,Avidity,130296,3421.01,1.42,838,10645.0,0.43000000000000005,4863.02,2.0,5488.74,298,365,979.0,6485.3,2620.11,8472.529999999999,104871.49,4.51,1.4,26.53,0,2.86,51217,5.72,115.17,0.13,199.37,0.19,7737.99,829.3199999999999,4.0,93.61,121,65714,2.0,137,2661.02,87.0,39.32,42197.11,256,0.55,69.61,55235.93,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S1,Round Robin,NA_S1_RR_W2_D2_M2,2025-02-08T22:22:00,SpaceStation,152778,1684.58,4.24,922,10645.0,3.35,2480.9500000000003,6.0,10407.1,242,335,921.0,4257.900000000001,1248.83,5649.22,125562.73,3.69,6.279999999999999,87.41,0,10.42,47553,4.890000000000001,72.44,0.35,330.34000000000003,0.46,9984.98,704.4300000000001,12.0,157.07,191,60274,8.0,91,1271.68,128.0,122.0,38167.659999999996,398,1.73,108.84,50056.59,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W2_D2_M3,2025-02-08T23:26:40,Rad,114597,6158.5599999999995,4.07,874,10235.0,1.21,12914.57,4.0,4964.900000000001,252,373,904.0,8455.76,3840.68,12700.16,101488.68,4.35,3.5,18.21,0,10.36,42509,5.8100000000000005,122.25999999999999,0.95,143.35,1.13,6696.41,756.74,12.0,76.15,91,58399,6.0,135,4666.95,71.0,28.05,38912.47,174,1.84,58.43,52708.35,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S1,Round Robin,NA_S1_RR_W2_D2_M3,2025-02-08T23:26:40,Team Liquid,122326,969.36,2.89,989,10235.0,3.69,2811.7599999999998,2.0,9303.56,169,343,1220.0,3893.34,693.1,5222.79,109007.46,4.1000000000000005,1.16,99.17999999999999,0,11.19,24473,5.42,63.93,0.41000000000000003,315.17,0.52,12385.16,1036.04,12.0,135.23,158,47983,2.0,76,1300.88,129.0,144.78,22763.12,347,1.32,114.46,41927.56,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W2_D3_M1,2025-02-09T21:19:34,Avidity,115179,1698.75,2.58,927,9600.0,0.14,2683.79,3.0,7630.24,242,328,1087.0,4126.35,1391.45,5528.18,107506.4,3.97,3.4299999999999997,73.52,0,0.85,35949,5.16,73.65,0.03,293.7,0.04,11021.84,1012.69,1.0,139.4,153,47905,4.0,79,1295.18,111.0,109.17,33662.32,317,0.09,103.49,45157.39,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W2_D3_M1,2025-02-09T21:19:34,Rad,107287,2197.21,0.0,905,9600.0,0.4,5103.12,0.0,4670.8099999999995,199,394,937.0,5473.49,1443.9299999999998,7765.01,99922.34,4.0,0.0,29.38,0,2.88,32113,5.59,106.07,0.21000000000000002,200.54999999999998,0.24000000000000002,7489.07,887.46,3.0,107.31,117,53223,0.0,114,2206.17,79.0,45.34,29673.74,214,0.81,73.62,49802.799999999996,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S1,Round Robin,NA_S1_RR_W2_D3_M2,2025-02-09T22:18:16,Shikigami,60146,3702.09,6.46,931,5785.0,0.54,8275.61,4.0,3272.34,209,358,396.0,10576.69,2598.27,13881.19,92177.93000000001,3.68,0.0,12.33,0,6.94,17496,4.54,144.44,1.17,111.47,1.17,5513.7,637.34,4.0,48.01,32,30745,0.0,93,4299.1,24.0,17.95,27062.34,74,2.67,36.79,47457.619999999995,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S1,Round Robin,NA_S1_RR_W2_D3_M2,2025-02-09T22:18:16,Team Liquid,75671,977.07,0.0,1011,5785.0,4.0,1940.39,0.0,14516.52,194,296,336.0,3267.9,672.51,4478.12,118388.72,3.8400000000000003,5.37,179.47,0,10.4,17087,4.85,43.26,0.25,402.08000000000004,0.36,21458.4,522.9200000000001,6.0,167.55,108,25760,3.0,28,1010.2,90.0,267.87,25694.03,257,1.1,139.72,40172.74,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W3_D1_M1,2025-02-14T23:05:39,Avidity,117373,3729.2599999999998,0.0,943,10655.0,0.88,7858.55,0.0,4189.06,203,354,769.0,6557.7,1820.21,11064.25,99493.76,4.29,0.0,25.19,0,5.779999999999999,34988,5.26,110.6,0.38,168.71,0.41000000000000003,7189.57,564.99,6.0,77.62,91,59612,0.0,124,2682.76,78.0,36.22,28378.13,205,0.9500000000000001,64.96,50076.520000000004,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S1,Round Robin,NA_S1_RR_W3_D1_M1,2025-02-14T23:05:39,NTMR,137364,2094.04,0.0,922,10655.0,2.31,3774.14,0.0,8692.72,213,365,806.0,4508.78,1378.63,6040.5599999999995,117097.22,4.2,2.8899999999999997,87.19,0,7.5,42579,5.25,64.93,0.28,290.65,0.35,18331.53,608.04,7.0,139.69,161,65313,3.0,78,1671.1299999999999,122.0,125.92,36534.130000000005,328,0.8,108.85,54371.99,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
