region,stage,phase,match_id,match_date,team,Damage Dealt,Damage Mitigated/Eliminations,Environmental Kills/10m,Damage as percent of total output,Time Played,Solo Kills/Deaths Ratio,Healing Done/Eliminations,Environmental Kills,Damage Mitigated/Deaths,Damage Mitigated as percent of total output,Healing Done as percent of total output,Objective Time,Damage Dealt/(Eliminations + Assists),Damage Mitigated/(Eliminations + Assists),Damage Dealt/Eliminations,Damage Dealt/10m,Final Blows/(Eliminations + Assists),Multi Kills/10m,K/D Ratio,Solo Kills/Damage Dealt Ratio,Solo Kills/10m,Damage Mitigated,Final Blows/Eliminations,Deaths/10m,Solo Kills/(Eliminations + Assists) Ratio,Eliminations/10m,Solo Kills/Eliminations Ratio,Healing Done/Deaths,Objective Time/10m,Solo Kills,Assists/10m,Assists,Healing Done,Multi Kills,Deaths,Healing Done/(Eliminations + Assists),Final Blows,(Eliminations + Assists)/Deaths,Damage Mitigated/10m,Eliminations,Solo Kills/Final Blows Ratio,Final Blows/10m,Healing Done/10m,Role,Result
NA,S2,Round Robin,NA_S2_RR_W1_D2_M1,2025-05-11T22:33:53,Geekay Esports,101144,2161.18,0.0,902,7590.0,2.39,3804.08,0.0,12051.89,203,394,867.0,5842.99,1608.13,7084.7300000000005,120001.76000000001,4.49,4.75,93.27,0,4.41,33865,5.57,57.99,0.2,259.28000000000003,0.21,21317.09,957.98,4.0,115.95,105,46500,5.0,51,1853.17,84.0,134.71,38438.630000000005,223,0.56,98.76,55947.100000000006,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W1_D2_M1,2025-05-11T22:33:53,Supernova,80699,4590.219999999999,0.0,849,7670.0,1.1700000000000002,8432.69,0.0,7818.860000000001,253,398,639.0,7060.93,3092.42,9448.51,94348.29,3.92,1.9,25.36,0,6.28,40842,5.45,98.59,0.76,162.9,0.89,13519.86,741.63,4.0,83.68,75,57754,2.0,85,3730.4700000000003,51.0,40.38,52469.25,147,1.83,57.99,68083.09,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S2,Round Robin,NA_S2_RR_W1_D2_M2,2025-05-12T00:03:38,NTMR,141613,4730.93,1.06,1215,13487.0,1.4,6492.71,1.0,6898.88,251,535,1093.0,8072.37,3779.78,10389.789999999999,127535.17,5.99,0.92,48.76,0,8.26,43424,7.48,132.47,0.42000000000000004,275.26,0.52,10864.93,962.7,9.0,137.38,162,75545,1.0,147,2893.77,127.0,72.7,43609.3,315,1.28,111.71,63789.240000000005,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W1_D2_M2,2025-05-12T00:03:38,SpaceStation,151672,3330.28,1.06,1202,13875.0,1.4000000000000001,6562.34,1.0,9694.17,292,504,1509.0,6279.13,2257.81,8022.61,130773.03,5.58,4.59,100.24000000000001,0,7.04,55725,6.94,117.41,0.34,351.42,0.39,14751.630000000001,1342.93,8.0,133.45,152,70334,5.0,138,2943.31,146.0,140.84,49013.92,400,0.89,129.1,60748.49,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W2_D1_M1,2025-05-17T21:03:29,DhillDucks,87671,2030.29,0.0,913,8315.0,0.86,5108.24,0.0,5177.28,182,404,997.0,5738.21,1550.8899999999999,7723.7,93658.25,4.55,0.0,35.67,0,6.94,22062,5.93,116.72,0.53,206.25,0.66,6949.17,1013.3000000000001,6.0,111.17,107,48425,0.0,107,2305.25,74.0,53.230000000000004,24366.47,197,1.83,78.22,51845.64,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S2,Round Robin,NA_S2_RR_W2_D1_M1,2025-05-17T21:03:29,Sakura,104589,1533.41,0.0,914,8315.0,1.75,4414.88,0.0,10125.25,209,374,635.0,4194.32,1009.9300000000001,5863.92,112454.99,4.28,2.01,70.86,0,9.2,33038,5.8100000000000005,78.21,0.38,308.62,0.46,11180.880000000001,664.08,9.0,150.81,138,46707,2.0,74,1531.71,107.0,106.62,36281.46,279,1.0,116.73,50244.23,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W2_D1_M2,2025-05-17T21:56:02,Extinction,76105,4375.67,1.63,897,7530.0,0.18,8775.24,1.0,3627.88,201,403,731.0,10614.57,2763.7000000000003,13268.16,91475.49,4.2,0.0,13.77,0,1.79,23696,5.5,139.81,0.14,122.53,0.14,6667.0599999999995,896.85,2.0,62.93,58,49488,0.0,117,4698.5,45.0,20.75,29644.27,112,0.33,48.59,60089.68,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S2,Round Robin,NA_S2_RR_W2_D1_M2,2025-05-17T21:56:02,Team Liquid,103459,1164.15,0.0,942,7530.0,2.2,2440.58,0.0,12074.04,189,369,511.0,3428.66,787.11,4890.99,126604.19,3.68,7.68,169.04,0,6.15,28385,5.0,50.23,0.16,398.57,0.19,20805.65,613.7,6.0,205.75,168,42476,6.0,46,1177.73,116.0,255.66,32780.88,331,0.47,138.89000000000001,51019.71,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W2_D2_M1,2025-05-18T20:51:39,NTMR,167857,2339.83,1.21,1267,13055.0,9.14,7529.129999999999,1.0,19585.38,221,512,792.0,7481.45,1537.94,10053.76,155803.58000000002,5.88,0.0,155.37,0,15.8,47651,7.57,69.33,0.78,320.59,0.81,28258.17,692.39,16.0,148.6,162,83927,0.0,82,3124.9,132.0,218.10999999999999,40358.619999999995,335,1.77,125.76,74335.81,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W2_D2_M1,2025-05-18T20:51:39,Supernova,137097,7162.860000000001,0.0,1114,13055.0,1.54,11641.23,0.0,8366.58,365,521,1205.0,10595.78,4624.12,14070.16,121852.70999999999,6.04,0.0,33.73,0,6.99,63397,7.21,126.95,0.6900000000000001,186.63,0.71,14294.4,1064.49,8.0,95.79,116,83237,0.0,133,4866.93,82.0,51.7,56520.04,225,1.3,69.32000000000001,75530.98,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W2_D2_M2,2025-05-18T21:51:06,DhillDucks,54927,3823.48,0.0,923,6550.0,0.26,10666.09,0.0,2167.68,185,392,236.0,9486.880000000001,2807.04,14202.97,73175.71,4.55,0.0,9.0,0,3.5300000000000002,15112,6.35,167.35,0.53,93.42,0.5800000000000001,3577.79,304.16,2.0,40.66,28,29423,0.0,115,4769.52,28.0,12.63,23597.32,70,1.0,38.24,39586.11,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S2,Round Robin,NA_S2_RR_W2_D2_M2,2025-05-18T21:51:06,SpaceStation,82105,943.76,0.0,1003,6550.0,7.0,2020.87,0.0,10894.93,154,344,280.0,2945.32,692.9499999999999,3971.82,113336.93,4.28,2.91,191.27,0,16.27,19348,5.41,38.25,0.38,436.73,0.44999999999999996,20010.73,347.54,10.0,181.63,136,31763,3.0,28,967.3,115.0,271.63,24047.559999999998,304,1.27,167.35,42797.87,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W2_D2_M3,2025-05-18T23:04:04,Geekay Esports,129120,2154.1,2.06,894,10030.0,3.5,5443.610000000001,2.0,11425.42,184,424,1410.0,4989.01,1334.8200000000002,7105.78,114784.9,3.84,1.08,91.43,0,7.87,45205,5.26,49.29,0.38,240.79,0.44,28043.92,995.43,7.0,132.39,151,74747,2.0,65,2608.83,96.0,147.16,33984.77,260,1.16,88.78,65395.17,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W2_D2_M3,2025-05-18T23:04:04,Sakura,127093,4623.65,3.08,854,10030.0,1.34,11634.11,3.0,6796.33,231,416,1264.0,13090.88,3067.16,15929.85,111134.85,3.95,0.0,25.45,0,4.01,43113,4.86,90.81,0.47000000000000003,130.91,0.48000000000000004,9569.95,915.26,4.0,64.08,89,75030,0.0,98,4797.75,62.0,35.58,36276.88,180,0.81,46.25,62940.22,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S2,Round Robin,NA_S2_RR_W3_D1_M1,2025-05-24T21:49:44,Geekay Esports,127056,2437.38,0.0,910,11472.0,3.23,6006.5,0.0,6392.389999999999,191,400,925.0,5257.34,1537.78,7120.49,100121.22,4.72,0.0,43.41,0,13.59,41699,5.84,79.65,0.72,213.35,0.81,11185.7,699.21,18.0,92.56,118,65286,0.0,102,2556.58,115.0,61.38,31909.77,274,1.71,90.05,55301.72,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W3_D1_M1,2025-05-24T21:49:44,SpaceStation,135400,2126.13,0.72,988,12005.0,0.97,4093.7200000000003,1.0,7962.27,173,341,933.0,5154.65,1519.0,7029.84,101281.66,3.92,0.0,45.730000000000004,0,5.949999999999999,42557,4.95,88.41,0.35,225.25,0.51,7259.33,698.12,8.0,88.52,117,57335,0.0,118,2020.07,104.0,61.78,31723.01,298,1.83,78.59,42512.14,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S2,Round Robin,NA_S2_RR_W3_D1_M2,2025-05-24T23:04:57,NTMR,116347,1374.99,0.67,968,9880.0,6.26,3325.02,1.0,6127.75,178,356,712.0,4619.24,1039.8799999999999,6084.55,105996.5,4.34,1.15,107.92,0,13.81,26781,5.66,51.36,0.55,286.72,0.62,16929.27,666.98,14.0,118.08,121,50573,1.0,58,1586.39,113.0,145.99,25709.219999999998,295,1.56,109.89999999999999,50209.32,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W3_D1_M2,2025-05-24T23:04:57,Team Liquid,106919,3664.84,0.0,910,9871.0,0.8400000000000001,6731.13,0.0,5096.66,235,356,760.0,7926.98,2325.27,10534.46,98539.49,4.14,0.0,23.76,0,4.18,35040,5.36,112.35,0.36,137.32,0.37,5864.28,728.94,5.0,62.42999999999999,70,45860,0.0,116,3104.63,58.0,33.87,33421.97,152,0.8,51.46,42444.7,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S2,Round Robin,NA_S2_RR_W3_D2_M1,2025-05-25T21:08:11,DhillDucks,160482,3418.33,0.0,1105,12874.0,1.24,7571.55,0.0,6765.29,261,533,1194.0,8277.35,2202.64,10800.81,142696.71,4.89,3.5,42.54,0,8.05,49424,6.4,132.21,0.41,256.48,0.56,15723.83,1037.28,10.0,145.39,177,93387,5.0,143,3646.54,106.0,69.46,43371.7,305,2.2800000000000002,89.3,83914.34,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W3_D2_M1,2025-05-25T21:08:11,Supernova,162744,2644.85,0.0,1185,13700.0,1.01,6859.1,0.0,14843.71,284,530,1293.0,6325.97,1865.94,7962.11,146368.54,5.56,0.0,104.74,0,5.57,57939,6.93,103.83,0.29,384.95,0.3,27107.76,1177.23,7.0,180.22,193,102113,0.0,126,3080.49,150.0,159.09,52150.07,417,0.73,136.66,91877.7,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W3_D2_M2,2025-05-25T22:21:49,Extinction,111129,4100.09,0.0,952,9855.0,1.27,6414.76,0.0,4275.66,196,352,964.0,5523.46,1847.24,8711.14,101367.06,4.31,1.77,30.11,0,7.43,34196,5.91,110.56,0.45,203.95,0.8500000000000001,7192.7300000000005,875.3299999999999,9.0,119.17,129,54462,2.0,118,2268.04,90.0,46.72,32014.170000000002,222,2.19,81.28,49335.130000000005,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S2,Round Robin,NA_S2_RR_W3_D2_M2,2025-05-25T22:21:49,Sakura,112613,2090.32,0.77,878,9855.0,2.1,4199.25,1.0,10338.300000000001,225,397,1274.0,4151.3,1156.39,5532.78,102525.46,4.0200000000000005,1.0,70.71,0,8.35,43568,5.13,81.29,0.36,288.82,0.38,9676.18,1181.42,9.0,158.4,169,59804,1.0,90,1733.17,114.0,103.21000000000001,39088.97,307,0.74,107.47,54993.04,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W4_D1_M1,2025-05-31T20:24:58,Sakura,160735,2828.85,1.26,1156,14275.0,0.32,4906.93,1.0,15460.48,335,510,1898.0,6179.44,1847.45,7755.11,134512.37,5.1899999999999995,3.44,84.63,0,1.55,72600,6.41,94.09,0.08,345.96,0.08,17476.760000000002,1462.66,2.0,173.32999999999998,216,83954,4.0,114,2184.82,139.0,128.39,56209.33,412,0.23,114.91,67875.23000000001,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W4_D1_M1,2025-05-31T20:24:58,Supernova,147422,3848.93,0.0,1258,14275.0,0.37,9048.07,0.0,7899.5199999999995,283,458,1645.0,7847.5,2840.09,10740.16,120632.49,5.6899999999999995,1.4100000000000001,45.29,0,2.55,62048,7.38,117.42999999999999,0.22999999999999998,255.96,0.25,12947.73,1255.19,3.0,118.68,150,81348,2.0,141,3186.29,114.0,67.61,47334.66,310,0.53,94.06,64533.66,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W4_D1_M2,2025-05-31T22:18:48,Geekay Esports,223374,4054.28,0.0,1537,18185.0,3.23,8375.630000000001,0.0,17337.82,341,623,1947.0,9676.32,3015.67,12850.8,185903.37,6.85,4.0,110.16,0,11.52,75904,9.14,111.5,0.49,377.87,0.61,35506.14,1699.3200000000002,13.0,165.45,188,105957,4.0,137,4150.51,166.0,165.53,63110.51,445,1.62,141.77,89626.52,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W4_D1_M2,2025-05-31T22:18:48,Team Liquid,195401,3832.5099999999998,2.02,1564,18185.0,0.88,10349.09,3.0,8695.0,312,625,1494.0,10775.26,2788.8900000000003,14354.73,162594.54,6.96,0.0,61.9,0,4.5,56868,8.68,142.5,0.29,305.68,0.39,16530.11,1237.12,6.0,150.55,183,100984,0.0,167,4115.01,133.0,91.16,48184.6,370,2.16,108.89,86450.22,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W4_D1_M3,2025-06-01T00:07:05,Extinction,160043,3281.11,0.0,1584,16930.0,2.2,8449.8,0.0,6828.5,334,582,1642.0,8821.9,2268.27,12187.49,139703.46,7.52,0.0,50.3,0,15.459999999999999,48877,9.13,186.79999999999998,0.9500000000000001,320.6,1.11,8796.91,1357.75,16.0,139.64,163,77721,0.0,204,3386.02,146.0,69.71,43097.62,370,2.29,127.32,67808.91,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W4_D1_M3,2025-06-01T00:07:05,NTMR,182051,2055.47,0.0,1607,16930.0,4.88,5304.76,0.0,11358.0,265,628,1916.0,6506.1,1485.18,8627.52,163072.65,7.1,1.42,149.41,0,16.419999999999998,48759,9.24,128.25,0.64,491.87,0.75,21357.27,1637.77,18.0,214.26,233,80201,2.0,147,2315.99,202.0,217.97,41665.66,535,1.99,184.38,70212.94,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W4_D2_M1,2025-06-01T19:53:43,SpaceStation,104072,2036.19,1.49,944,8370.0,3.0,3334.9700000000003,1.0,16803.11,210,350,804.0,4011.7799999999997,1405.87,5324.11,110469.98,4.15,0.0,133.18,0,7.26,42420,5.3100000000000005,50.5,0.26,324.23,0.30000000000000004,20685.62,809.27,7.0,149.07999999999998,130,52137,0.0,50,1524.98,105.0,195.1,39384.75,284,0.65,117.72,52957.14,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W4_D2_M1,2025-06-01T19:53:43,Supernova,83514,4291.29,0.0,882,8370.0,0.42000000000000004,7896.49,0.0,6433.669999999999,245,373,774.0,8124.29,2855.58,10498.9,86412.92,4.26,0.0,18.64,0,4.01,41423,5.07,119.19,0.45,135.37,0.45,6610.21,768.0600000000001,3.0,68.89,68,48199,0.0,106,3626.58,50.0,28.330000000000002,40282.61,132,1.0,50.51,50262.67,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S2,Round Robin,NA_S2_RR_W4_D2_M2,2025-06-01T20:45:38,DhillDucks,82161,4909.77,0.0,954,7500.0,0.8400000000000001,5251.85,0.0,3049.97,187,358,392.0,8613.66,3478.01,11475.48,96071.03,4.58,0.0,16.09,0,7.26,21190,5.84,141.25,0.66,136.03,0.73,4986.98,512.4,5.0,54.81,48,37705,0.0,112,3001.73,47.0,22.14,29133.379999999997,118,1.32,54.92,45403.700000000004,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S2,Round Robin,NA_S2_RR_W4_D2_M2,2025-06-01T20:45:38,Geekay Esports,98604,1442.01,1.16,955,7500.0,5.61,4394.219999999999,1.0,7532.54,164,381,411.0,3911.94,947.47,5415.84,118827.83,4.5600000000000005,0.0,98.51,0,19.939999999999998,24240,5.89,54.94,0.66,332.53000000000003,0.81,18898.58,487.85,16.0,149.27,122,47452,0.0,47,1602.66,111.0,150.49,28289.18,268,1.8800000000000001,140.07,56189.47,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W5_D1_M1,2025-06-07T22:42:33,DhillDucks,73339,7666.05,0.0,883,7235.0,0.22,9125.38,0.0,4185.88,227,390,451.0,12857.36,4519.63,17437.31,90021.37,4.22,0.0,9.74,0,2.48,30878,5.23,142.75,0.33,87.58,0.42000000000000004,4660.38,490.59,2.0,40.06,35,39441,0.0,114,5276.03,27.0,13.879999999999999,36336.76,71,0.61,33.1,46733.9,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S2,Round Robin,NA_S2_RR_W5_D1_M1,2025-06-07T22:42:33,NTMR,94209,1896.36,0.0,882,7235.0,5.25,2899.19,0.0,19747.84,218,398,518.0,3417.3,1583.99,4614.2,117046.34,4.13,0.9,188.75,0,12.38,43795,5.5200000000000005,33.1,0.39,378.23,0.5,43872.92,559.03,11.0,176.07,145,47543,1.0,27,1381.6,114.0,303.08,51490.85,300,1.08,142.74,57190.15,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W5_D1_M2,2025-06-07T23:43:58,Extinction,96092,2663.63,0.0,913,8860.0,0.0,4073.73,0.0,5089.4800000000005,235,351,917.0,5025.56,1792.8799999999999,6654.41,96912.97,3.91,0.0,30.45,0,0.0,42899,4.94,115.64,0.0,222.07,0.0,6317.349999999999,887.6800000000001,0.0,118.03,118,47966,0.0,112,1787.5,76.0,46.05,42965.85,222,0.0,76.09,48291.479999999996,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S2,Round Robin,NA_S2_RR_W5_D1_M2,2025-06-07T23:43:58,Geekay Esports,108928,2569.35,1.28,930,8860.0,2.65,4069.2299999999996,1.0,8704.76,226,344,647.0,3871.59,1306.71,5714.25,110147.75,4.01,2.21,85.81,0,9.01,37196,5.45,76.1,0.28,304.26,0.37,9538.75,648.98,9.0,169.82,161,51501,2.0,76,1594.0900000000001,111.0,125.96,38391.87,295,1.07,114.36,52210.380000000005,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W5_D2_M1,2025-06-08T20:29:48,Sakura,137141,4827.19,0.73,1186,12885.0,0.82,8534.47,1.0,7924.99,296,519,1496.0,9757.880000000001,3461.81,12912.31,125422.69,5.74,0.82,34.92,0,4.47,59940,7.25,134.47,0.29000000000000004,213.6,0.31000000000000005,10332.17,1413.29,6.0,104.19,114,66841,1.0,140,3498.01,89.0,51.94,56784.45,239,0.61,79.67,62303.479999999996,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W5_D2_M1,2025-06-08T20:29:48,SpaceStation,144319,2768.89,0.0,1249,12885.0,1.46,5946.64,0.0,13604.38,266,484,1299.0,5704.46,1919.98,7670.79,135972.84,5.66,4.67,129.04,0,6.859999999999999,55218,7.22,80.38,0.34,361.25,0.39,18220.64,1255.08,8.0,158.93,161,73183,5.0,90,2566.0699999999997,140.0,169.64,50698.14,374,1.01,134.49,67737.88,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W5_D2_M2,2025-06-08T21:29:10,Supernova,95663,4357.6900000000005,1.13,906,8575.0,1.1300000000000001,7042.13,1.0,4724.28,234,361,684.0,9355.41,3278.3900000000003,11733.83,101852.04,4.4,0.0,20.33,0,8.98,39336,5.23,117.03,0.7100000000000001,149.56,0.74,7659.59,707.27,8.0,61.39,65,51053,0.0,106,3676.51,55.0,29.5,37683.39,150,2.09,53.89,52619.68,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S2,Round Robin,NA_S2_RR_W5_D2_M2,2025-06-08T21:29:10,Team Liquid,107252,2428.29,0.72,902,8575.0,1.12,3513.82,1.0,14734.0,233,365,702.0,4483.37,1607.4299999999998,5639.36,113155.59,4.41,6.539999999999999,112.81,0,2.4299999999999997,40655,5.59,55.01,0.1,310.32,0.11,20194.11,694.38,2.0,141.89000000000001,126,60856,6.0,56,1732.33,104.0,161.05,42248.58,275,0.19,115.57,66073.94,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W6_D1_M1,2025-06-14T21:02:15,Geekay Esports,212608,4390.33,0.0,1467,18660.0,3.09,10095.64,0.0,16156.05,386,646,1956.0,8560.39,2845.6,11625.1,171490.4,7.29,0.0,119.61,0,12.44,73709,9.24,125.31,0.64,368.05,0.73,32319.23,1575.58,16.0,164.54,204,115463,0.0,165,3990.8,179.0,175.6,56499.85,443,1.73,148.22,92833.25,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W6_D1_M1,2025-06-14T21:02:15,NTMR,208954,5526.75,0.87,1535,18660.0,1.4500000000000002,11603.640000000001,1.0,12250.83,319,645,1861.0,12701.56,4575.08,15789.66,164847.17,7.59,0.0,69.93,0,7.08,70957,8.99,148.20000000000002,0.67,336.18,0.7100000000000001,15167.02,1433.63,8.0,141.84,184,107860,0.0,179,4705.71,164.0,96.62,56355.490000000005,447,1.16,124.44,86068.37,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W6_D1_M2,2025-06-14T22:07:54,Sakura,101096,7035.01,0.0,847,9325.0,0.19,7065.88,0.0,5033.09,276,378,1045.0,9235.28,5116.84,11777.86,96259.73,4.43,0.0,16.18,0,1.56,39355,5.55,131.1,0.12,134.14,0.2,5766.79,1043.34,2.0,52.43,56,47926,0.0,131,3706.84,58.0,22.46,44982.04,147,0.6,52.39,47908.630000000005,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S2,Round Robin,NA_S2_RR_W6_D1_M2,2025-06-14T22:07:54,Team Liquid,112956,1911.75,0.0,918,9325.0,2.8200000000000003,2904.5699999999997,0.0,9673.3,204,376,765.0,3555.77,1252.6399999999999,4673.64,112763.89,3.95,0.82,125.79,0,6.51,44881,5.34,52.39,0.18,358.54,0.22,20675.41,756.9,6.0,160.81,154,53370,1.0,58,1375.52,130.0,184.29,44895.479999999996,355,0.55,130.26999999999998,53027.35,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W6_D1_M3,2025-06-14T23:14:04,Extinction,109450,2660.91,0.0,872,9830.0,1.7,3668.61,0.0,9351.26,281,345,804.0,4402.84,1905.25,5720.19,100815.79,4.63,0.97,49.18,0,9.84,54189,5.6,84.49000000000001,0.44,264.16,0.45,8831.79,688.22,10.0,128.71,134,55711,1.0,92,1620.25,110.0,71.38,47161.18,280,1.08,103.61,50637.97,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W6_D1_M3,2025-06-14T23:14:04,Supernova,109127,2718.0699999999997,0.0,899,9830.0,1.28,4205.98,0.0,5949.77,260,344,1149.0,5141.33,1891.0700000000002,6726.35,98794.48,4.25,0.0,33.7,0,8.59,44998,5.5600000000000005,104.33,0.42,221.46,0.56,7463.68,1028.95,10.0,96.38,105,53424,0.0,111,1951.3600000000001,92.0,48.51,40001.18,242,1.81,84.49,49359.33,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S2,Round Robin,NA_S2_RR_W6_D2_M2,2025-06-15T23:25:06,Extinction,60128,6698.97,0.0,898,6015.0,0.28,19583.41,0.0,8525.93,241,359,446.0,9076.61,4095.36,14323.880000000001,95822.47,5.11,0.0,43.81,0,2.6500000000000004,28014,6.59,106.02,0.64,177.46,0.64,8771.94,707.86,2.0,95.66,53,36106,0.0,76,5001.82,41.0,64.25,42577.24,102,0.7,68.18,57394.42,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W6_D2_M2,2025-06-15T23:25:06,SpaceStation,74488,1240.82,1.07,973,6015.0,2.83,3859.52,1.0,11400.17,158,369,419.0,4515.65,837.65,5902.59,111794.01,4.0,4.74,106.56,0,6.37,19036,5.12,68.18,0.21000000000000002,293.31,0.26,14852.92,669.38,5.0,130.0,87,34522,3.0,41,1815.35,74.0,149.57,26932.03,204,0.66,103.9,55504.47,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
